question_index,qa_id,retriever,condition,question,beir_query_id,gold_doc_ids,retrieved_doc_ids,recall_at_k,mrr,retrieval_diversity,faithfulness_nli,llm_model,prediction,exact_match,f1,rouge_l,row_status,row_error
0,0,colbertv2,dpp_seed1,Which piece did Ludwig van Beethoven publish in 1801 that was dedicated to Count Moritz von Fries?,5a70f1685542994082a3e40f,"[13379, 7304]","[15250, 14371, 10832, 8654, 6637]",0.0,0.0,0.6805616617202759,0.0,,,0.0,0.0,0.0,OK,
1,1,colbertv2,dpp_seed1,"Which of these men, Scott Treleaven and Edmund Mortimer, is credited with working in both films and photography?",5a710a915542994082a3e504,"[2917, 2219]","[18361, 2917, 5215, 6208, 24476]",0.5,0.5,0.6507822275161743,0.0,,,0.0,0.0,0.0,OK,
2,2,colbertv2,dpp_seed1,Albanians in Montenegro which make up 4.91 of the county's total population could be members of the Albanian Coalation Perspect which is a what?,5a711c535542994082a3e59b,"[5958, 20848]","[261, 5295, 5308, 24516, 10545]",0.0,0.0,0.6145232319831848,0.0,,,0.0,0.0,0.0,OK,
3,3,colbertv2,dpp_seed1,Alvaro Mexia had a diplomatic mission with which tribe of indigenous people?,5a713ea95542994082a3e6e4,"[12797, 7948]","[4731, 3736, 15783, 22526, 4236]",0.0,0.0,0.6608944535255432,0.0,,,0.0,0.0,0.0,OK,
4,4,colbertv2,dpp_seed1,"Riema Juhani Karppinen won the silver medal at what event held outside of Munich, Germany?",5a71419f5542994082a3e70d,"[17083, 12115]","[17968, 3715, 21400, 354, 22087]",0.0,0.0,0.6100471615791321,0.0,,,0.0,0.0,0.0,OK,
5,5,colbertv2,dpp_seed1,When was the king that started coin production in Copenhagen born?,5a7147fd5542994082a3e758,"[15673, 4375]","[919, 5080, 4375, 6604, 19282]",0.5,0.3333333333333333,0.5979357957839966,0.0,,,0.0,0.0,0.0,OK,
6,6,colbertv2,dpp_seed1,"Which Istanbul mosque is unique for retaining a Baroque style of architecture, the Bayezid II Mosque or the Nusretiye Mosque?",5a7153d05542994082a3e7dc,"[4824, 2753]","[6577, 13038, 9607, 13557, 10701]",0.0,0.0,0.5463050603866577,0.0,,,0.0,0.0,0.0,OK,
7,7,colbertv2,dpp_seed1,"Which publication still relies on paper printing, Human Events or Texas Highways?",5a7199725542994082a3e88f,"[24161, 19285]","[24260, 25852, 6664, 4344, 17429]",0.0,0.0,0.6667110323905945,0.0,,,0.0,0.0,0.0,OK,
8,8,colbertv2,dpp_seed1,"Where is the University of North Carolina at Wilmington, population 112,067 located?",5a7243915542990c210a4086,"[16868, 1698]","[5025, 11594, 1662, 25895, 24096]",0.0,0.0,0.6304451823234558,0.0,,,0.0,0.0,0.0,OK,
9,9,colbertv2,dpp_seed1,"Gail Matthius co-anchored the Weekend Update segment of ""Saturday Night Live"" with the actor who played the villain Nicholas Andre in what movie?",5a728f505542992359bc30f5,"[4902, 21750]","[23502, 13962, 1805, 12579, 21750]",0.5,0.2,0.7637325525283813,0.0,,,0.0,0.0,0.0,OK,
10,10,colbertv2,dpp_seed1,Which author wrote about a woman captured by the Symbionese Liberation Army?,5a729cc25542991f9a20c532,"[25934, 23926]","[297, 22623, 7425, 2184, 9728]",0.0,0.0,0.7082823514938354,0.0,,,0.0,0.0,0.0,OK,
11,11,colbertv2,dpp_seed1,What is the name of the pop artist that belongs on the Pledis Entertainment label and has 13 members?,5a72d7b35542991f9a20c5be,"[12748, 19460]","[20041, 19460, 7044, 12316, 22983]",0.5,0.5,0.7242866158485413,0.0,,,0.0,0.0,0.0,OK,
12,12,colbertv2,dpp_seed1,"Gaia is a space observatory of the European Space Agency, what is Astrosat?",5a7300b85542994cef4bc41a,"[24876, 25491]","[7382, 11092, 25949, 9717, 2259]",0.0,0.0,0.6808315515518188,0.0,,,0.0,0.0,0.0,OK,
13,13,colbertv2,dpp_seed1,"In the television series Green Hornet, which actor played the role of Kato?",5a7326cd5542991f29ee2d11,"[9131, 23227]","[7088, 19971, 19574, 6648, 9011]",0.0,0.0,0.6947529911994934,0.0,,,0.0,0.0,0.0,OK,
14,14,colbertv2,dpp_seed1,"Lady Elizabeth Delmé and Her Children (1779) is a portrait given to the National Gallery of Art in 1937, which is located in which state?",5a7336d05542992359bc3293,"[13264, 13967]","[11035, 8447, 18901, 7203, 13264]",0.5,0.2,0.6286669373512268,0.0,,,0.0,0.0,0.0,OK,
15,15,colbertv2,dpp_seed1,"Which movie is loosley based off the Brother Grimm's ""Iron Henry""?",5a733b835542991f9a20c6b2,"[23633, 4545]","[17374, 13273, 22476, 14011, 23245]",0.0,0.0,0.6966041922569275,0.0,,,0.0,0.0,0.0,OK,
16,16,colbertv2,dpp_seed1,which board game has been around longer Obsession or Battle Sheep ?,5a733caa5542992359bc32a3,"[15389, 19341]","[913, 780, 11189, 2847, 16453]",0.0,0.0,0.6828707456588745,0.0,,,0.0,0.0,0.0,OK,
17,17,colbertv2,dpp_seed1,"Which famous mine was in service first, the Salmita Mine or the Kanichee Mine?",5a739323554299623ed4abff,"[4244, 25216]","[25108, 25216, 2196, 3559, 22962]",0.5,0.5,0.7296275496482849,0.0,,,0.0,0.0,0.0,OK,
18,18,colbertv2,dpp_seed1,"What was the lead single from Boys Like Girls album on which frontman, Martin Johnson co-wrote a song with Taylor Swift? A: Love Drunk",5a74122f55429929fddd83da,"[7716, 8612]","[4016, 5992, 10715, 11785, 3577]",0.0,0.0,0.6192638278007507,0.0,,,0.0,0.0,0.0,OK,
19,19,colbertv2,dpp_seed1,"Who wrote the music for Billy Elliot the Musical and had at least one song on the ""Billboard"" Hot 100 for 31 consecutive years?",5a74629255429929fddd8402,"[10804, 21082]","[15300, 24687, 11622, 7312, 16131]",0.0,0.0,0.6522401571273804,0.0,,,0.0,0.0,0.0,OK,
20,20,colbertv2,dpp_seed1,Which American main title designer designed sequences for the founder of the Sundance Film Festival?,5a7471f655429979e2882955,"[4890, 23681]","[15209, 23681, 15485, 5899, 14730]",0.5,0.5,0.6880257725715637,0.0,,,0.0,0.0,0.0,OK,
21,21,colbertv2,dpp_seed1,What is served shaken with ice and should not be mistaken with the name Margarita?,5a74be7a55429929fddd84e4,"[7079, 4039]","[21216, 7130, 10840, 2579, 25062]",0.0,0.0,0.675774872303009,0.0,,,0.0,0.0,0.0,OK,
22,22,colbertv2,dpp_seed1,What product by FLEXcon represents data by geometric patterns?,5a74c3f455429979e2882a0a,"[7688, 23564]","[4925, 23564, 21863, 15542, 12227]",0.5,0.5,0.671184241771698,0.0,,,0.0,0.0,0.0,OK,
23,23,colbertv2,dpp_seed1,Connetquot High School  is a public high school in what city in New York?,5a7506f455429916b0164240,"[2573, 1640]","[11113, 7233, 743, 25451, 20700]",0.0,0.0,0.5261924862861633,0.0,,,0.0,0.0,0.0,OK,
24,24,colbertv2,dpp_seed1,What year did the movement that Tess Asplund protested in the viral image of her with her fist in the air disband?,5a7526945542993748c897d2,"[21889, 8074]","[22261, 9231, 25724, 10005, 17173]",0.0,0.0,0.6567750573158264,0.0,,,0.0,0.0,0.0,OK,
25,25,colbertv2,dpp_seed1,"What song from the fourth studio album made by The Who reached No.4 on the UK charts and No. 19 o nthe U.S. ""Billboard"" Hot 100?",5a753c8c55429916b01642ab,"[5767, 3370]","[23307, 4227, 12438, 21952, 3637]",0.0,0.0,0.6940944790840149,0.0,,,0.0,0.0,0.0,OK,
26,26,colbertv2,dpp_seed1,"Who was born first, Karen Joy Fowler or Bruce Chatwin?",5a7542425542996c70cfaecc,"[7681, 18798]","[3660, 10637, 6269, 19491, 2504]",0.0,0.0,0.6673080325126648,0.0,,,0.0,0.0,0.0,OK,
27,27,colbertv2,dpp_seed1,"Michael Mark Brodsky is known for his translation of what Irish avant-garde novelist, playwright, theatre director, and poet?",5a7545605542993748c89807,"[15201, 10071]","[1726, 14589, 1706, 14493, 12359]",0.0,0.0,0.7083838582038879,0.0,,,0.0,0.0,0.0,OK,
28,28,colbertv2,dpp_seed1,"Which came to market first, ""Hey Pa! There's a Goat on the Roof"" or ""Poleconomy""",5a7555215542996c70cfaee1,"[9446, 2847]","[2538, 2847, 21617, 10526, 11783]",0.5,0.5,0.7666501402854919,0.0,,,0.0,0.0,0.0,OK,
29,29,colbertv2,dpp_seed1,"Which ""Roseanne"" star is in Scream 2?",5a7557d75542992d0ec05f68,"[23512, 11186]","[25252, 23512, 7002, 18365, 15872]",0.5,0.5,0.7047289609909058,0.0,,,0.0,0.0,0.0,OK,
30,30,colbertv2,dpp_seed1,What show was Elena Shaddow in that was written by a relative of Richard Rodgers?,5a755f0a5542996c70cfaee7,"[25709, 9440]","[15092, 11441, 1980, 6187, 19792]",0.0,0.0,0.6967124342918396,0.0,,,0.0,0.0,0.0,OK,
31,31,colbertv2,dpp_seed1,"Which ""Mirrors"" actress made her film debut in the 2005 comedy film ""Hitch""?",5a7571095542992d0ec05f97,"[5780, 24053]","[11553, 7175, 17874, 8448, 7002]",0.0,0.0,0.6909232139587402,0.0,,,0.0,0.0,0.0,OK,
32,32,colbertv2,dpp_seed1,Who was born first Mahbub ul Haq or Ibn Arabi?,5a7574e25542996c70cfaf01,"[24250, 5838]","[9870, 10382, 12220, 21134, 10041]",0.0,0.0,0.6134033203125,0.0,,,0.0,0.0,0.0,OK,
33,33,colbertv2,dpp_seed1,Andrea Camplone is a football coach in which 22-team competition?,5a75d8dc5542992db94736f0,"[18063, 21614]","[25288, 9577, 21672, 6620, 16422]",0.0,0.0,0.6735742092132568,0.0,,,0.0,0.0,0.0,OK,
34,34,colbertv2,dpp_seed1,"The Declaration of Montreal was the founding document of which world event, lasting from July 26-August 5, 2006?",5a75da6d5542992db94736fa,"[23670, 20385]","[23556, 11177, 17463, 15690, 112]",0.0,0.0,0.6703229546546936,0.0,,,0.0,0.0,0.0,OK,
35,35,colbertv2,dpp_seed1,"Who is younger, Pelle Almqvist or Steve Winwood?",5a75f0bf5542994ccc91866b,"[4900, 6621]","[3371, 4900, 24762, 6370, 5368]",0.5,0.5,0.6834093928337097,0.0,,,0.0,0.0,0.0,OK,
36,36,colbertv2,dpp_seed1,"What actress and and writer starred with Jennifer Saunders in bothe ""The Supergrass"" and ""French and Saunders""?",5a7602d8554299109176e5fb,"[10750, 12015]","[12786, 12015, 737, 12986, 5797]",0.5,0.5,0.6641953587532043,0.0,,,0.0,0.0,0.0,OK,
37,37,colbertv2,dpp_seed1,Alfred Balk served as the secretary of the Committee on the Employment of Minority Groups in the News Media under which United States Vice President?,5a760ab65542994ccc918697,"[7215, 5425]","[3431, 6229, 5425, 21770, 843]",0.5,0.3333333333333333,0.7053038477897644,0.0,,,0.0,0.0,0.0,OK,
38,38,colbertv2,dpp_seed1,Was the famous opera comique that was based on a Prosper Merimee novella a comedy or a tragedy?,5a7615fb5542992db9473727,"[1460, 15091]","[672, 23352, 25308, 5247, 24493]",0.0,0.0,0.6951199769973755,0.0,,,0.0,0.0,0.0,OK,
39,39,colbertv2,dpp_seed1,Who served as the head coach for the Grizzlies in the 2004-05 season and as head coach for the Brooklyn Nets?,5a7618d85542994ccc9186cf,"[11963, 14818]","[4626, 16667, 18095, 24035, 14818]",0.5,0.2,0.5456365346908569,0.0,,,0.0,0.0,0.0,OK,
40,40,colbertv2,dpp_seed1,"Which album did the band Kraftwerk release after their successful album which reached number 25 on the US ""Billboard"" Hot 100 chart?",5a7621bb554299109176e650,"[23154, 4227]","[5736, 18882, 23481, 12438, 20114]",0.0,0.0,0.7177010774612427,0.0,,,0.0,0.0,0.0,OK,
41,41,colbertv2,dpp_seed1,When was the plaintiff in the 1892 Barbed Wire Patent Case born?,5a7624b85542992db947372c,"[16274, 24579]","[4318, 2293, 8524, 12671, 9791]",0.0,0.0,0.6575809717178345,0.0,,,0.0,0.0,0.0,OK,
