question_index,qa_id,retriever,condition,question,beir_query_id,gold_doc_ids,retrieved_doc_ids,recall_at_k,mrr,retrieval_diversity,faithfulness_nli,llm_model,prediction,exact_match,f1,rouge_l,row_status,row_error
0,0,contriever,mmr_0.25,Which piece did Ludwig van Beethoven publish in 1801 that was dedicated to Count Moritz von Fries?,5a70f1685542994082a3e40f,"[13379, 7304]","[18062, 21922, 4536, 25407, 7304]",0.5,0.2,0.6098198890686035,0.00109090656042099,qwen3.5-122b,"I cannot answer this based on the provided context.

While Document 1 states that Beethoven's String Quartet No. 2 was published in 1801, and Document 5 states that his Symphony No. 7 was dedicated to Count Moritz von Fries, the provided text does not mention a single piece that was both published in 1801 and dedicated to Count Moritz von Fries.",0.0,0.0,0.0,OK,
1,1,contriever,mmr_0.25,"Which of these men, Scott Treleaven and Edmund Mortimer, is credited with working in both films and photography?",5a710a915542994082a3e504,"[2917, 2219]","[2917, 24685, 2219, 5546, 25565]",1.0,1.0,0.6461714506149292,0.0018811010522767901,qwen3.5-122b,"Based on the provided context, **Scott Treleaven** is credited with working in both films and photography.

*   **Document 1** states that Scott Treleaven's work employs media including ""film"" and ""photography.""
*   **Document 3** states that Edmund Mortimer was an ""actor and film director"" but does not mention photography.",0.0,0.0,0.0,OK,
2,2,contriever,mmr_0.25,Albanians in Montenegro which make up 4.91 of the county's total population could be members of the Albanian Coalation Perspect which is a what?,5a711c535542994082a3e59b,"[5958, 20848]","[20848, 23055, 14432, 7188, 3107]",0.5,1.0,0.5870854258537292,0.031212806701660156,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
3,3,contriever,mmr_0.25,Alvaro Mexia had a diplomatic mission with which tribe of indigenous people?,5a713ea95542994082a3e6e4,"[12797, 7948]","[12797, 266, 21395, 13718, 11780]",0.5,1.0,0.7162882685661316,0.9996500611305237,qwen3.5-122b,"Based on the provided context, Alvaro Mexia had a diplomatic mission with the **Ais** native population.",0.0,0.0,0.0,OK,
4,4,contriever,mmr_0.25,"Riema Juhani Karppinen won the silver medal at what event held outside of Munich, Germany?",5a71419f5542994082a3e70d,"[17083, 12115]","[23010, 4634, 19456, 984, 17083]",0.5,0.2,0.588851273059845,0.9836810231208801,qwen3.5-122b,"Based on the provided context, Reima Juhani Karppinen won a silver medal at the **1981 World Rowing Championships**.

(Note: The provided text does not explicitly state the location of the 1981 World Rowing Championships or confirm that it was held outside of Munich, Germany, but it is the only event mentioned where he won a silver medal.)",0.0,0.0,0.0,OK,
5,5,contriever,mmr_0.25,When was the king that started coin production in Copenhagen born?,5a7147fd5542994082a3e758,"[15673, 4375]","[15673, 17430, 2013, 20324, 22039]",0.5,1.0,0.6442040205001831,0.028552718460559845,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
6,6,contriever,mmr_0.25,"Which Istanbul mosque is unique for retaining a Baroque style of architecture, the Bayezid II Mosque or the Nusretiye Mosque?",5a7153d05542994082a3e7dc,"[4824, 2753]","[2753, 4824, 13665, 14017, 6757]",1.0,1.0,0.5339306592941284,0.7196785807609558,qwen3.5-122b,"Based on the provided context, the **Nusretiye Mosque** is the one unique for retaining a Baroque style of architecture.

Document 1 states that while the Nusretiye Mosque's architecture is influenced by Islamic elements, ""it retains a Baroque style, making it unique to the city."" Document 2 describes the Bayezid II Mosque as an Ottoman imperial mosque but does not mention a Baroque style.",0.0,0.0,0.0,OK,
7,7,contriever,mmr_0.25,"Which publication still relies on paper printing, Human Events or Texas Highways?",5a7199725542994082a3e88f,"[24161, 19285]","[19285, 11479, 17113, 5293, 4850]",0.5,1.0,0.6870023012161255,0.061958178877830505,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
8,8,contriever,mmr_0.25,"Where is the University of North Carolina at Wilmington, population 112,067 located?",5a7243915542990c210a4086,"[16868, 1698]","[1698, 24409, 7066, 3633, 6191]",0.5,1.0,0.6050287485122681,0.03216414153575897,qwen3.5-122b,"I cannot answer this based on the provided context.

The provided documents mention that Wilmington is a city in North Carolina with a population of 112,067 (Document 1) and that the University of North Carolina system includes North Carolina State University in Raleigh and the University of North Carolina at Chapel Hill (Document 2). However, none of the documents mention the ""University of North Carolina at Wilmington"" or its specific location.",0.0,0.0,0.0,OK,
9,9,contriever,mmr_0.25,"Gail Matthius co-anchored the Weekend Update segment of ""Saturday Night Live"" with the actor who played the villain Nicholas Andre in what movie?",5a728f505542992359bc30f5,"[4902, 21750]","[4902, 18510, 20272, 22136, 9411]",0.5,1.0,0.6443984508514404,0.0771702378988266,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
