question_index,qa_id,retriever,condition,question,beir_query_id,gold_doc_ids,retrieved_doc_ids,recall_at_k,mrr,retrieval_diversity,faithfulness_nli,llm_model,prediction,exact_match,f1,rouge_l,row_status,row_error
0,0,contriever,kmeans_k3,Which piece did Ludwig van Beethoven publish in 1801 that was dedicated to Count Moritz von Fries?,5a70f1685542994082a3e40f,"[13379, 7304]","[21976, 4536, 18062, 5082, 25407]",0.0,0.0,0.5956235527992249,0.05086957663297653,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
1,1,contriever,kmeans_k3,"Which of these men, Scott Treleaven and Edmund Mortimer, is credited with working in both films and photography?",5a710a915542994082a3e504,"[2917, 2219]","[2219, 24685, 2917, 4186, 13598]",1.0,1.0,0.6059719324111938,0.3061203062534332,qwen3.5-122b,"Based on the provided context, **Scott Treleaven** is credited with working in both films and photography.

Document 3 states that Scott Treleaven's work employs a variety of media including ""film, video, drawing, **photography** and installation."" In contrast, Document 1 describes Edmund Mortimer as an ""actor and film director"" but does not mention photography.",0.0,0.0,0.0,OK,
2,2,contriever,kmeans_k3,Albanians in Montenegro which make up 4.91 of the county's total population could be members of the Albanian Coalation Perspect which is a what?,5a711c535542994082a3e59b,"[5958, 20848]","[23055, 14432, 20848, 5958, 22207]",1.0,0.3333333333333333,0.5587104558944702,0.9979134202003479,qwen3.5-122b,"Based on the provided context, the Albanian Coalition ""Perspective"" is an **Albanian political party in Montenegro**.",0.0,0.0,0.0,OK,
3,3,contriever,kmeans_k3,Alvaro Mexia had a diplomatic mission with which tribe of indigenous people?,5a713ea95542994082a3e6e4,"[12797, 7948]","[7636, 12797, 266, 13827, 25614]",0.5,0.5,0.6188606023788452,0.9996500611305237,qwen3.5-122b,"Based on the provided context, Alvaro Mexia had a diplomatic mission with the **Ais** native population.",0.0,0.0,0.0,OK,
4,4,contriever,kmeans_k3,"Riema Juhani Karppinen won the silver medal at what event held outside of Munich, Germany?",5a71419f5542994082a3e70d,"[17083, 12115]","[23010, 17083, 4634, 9785, 984]",0.5,0.5,0.5661460161209106,0.9759382009506226,qwen3.5-122b,"Based on the provided context, Reima Juhani Karppinen won a silver medal at the **1981 World Rowing Championships**.

(Note: The context does not explicitly state the location of the 1981 World Rowing Championships or confirm it was held outside of Munich, Germany, but it is the only event mentioned where he won a silver medal.)",0.0,0.0,0.0,OK,
5,5,contriever,kmeans_k3,When was the king that started coin production in Copenhagen born?,5a7147fd5542994082a3e758,"[15673, 4375]","[14401, 20640, 15673, 19282, 1602]",0.5,0.3333333333333333,0.5245933532714844,0.014297218061983585,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
6,6,contriever,kmeans_k3,"Which Istanbul mosque is unique for retaining a Baroque style of architecture, the Bayezid II Mosque or the Nusretiye Mosque?",5a7153d05542994082a3e7dc,"[4824, 2753]","[16934, 14017, 2753, 24612, 8638]",0.5,0.3333333333333333,0.5405783653259277,0.4168180525302887,qwen3.5-122b,"Based on the provided context, the **Nusretiye Mosque** is the one unique for retaining a Baroque style of architecture.

Document 3 states: ""Nusretiye Mosque is an ornate mosque located in Tophane district of Beyoğlu, Istanbul, Turkey. While its architecture is influenced by Islamic elements, it retains a Baroque style, making it unique to the city."" The context does not mention the Bayezid II Mosque.",0.0,0.0,0.0,OK,
7,7,contriever,kmeans_k3,"Which publication still relies on paper printing, Human Events or Texas Highways?",5a7199725542994082a3e88f,"[24161, 19285]","[5293, 19285, 17113, 6485, 24161]",1.0,0.5,0.6572701930999756,0.00472511351108551,qwen3.5-122b,"Based on the provided context, **Texas Highways** is the publication that still relies on paper printing.

The context states that *Human Events* ""became a digital-only publication in 2013,"" whereas *Texas Highways* is described as a ""monthly magazine"" without any mention of it being digital-only.",0.0,0.0,0.0,OK,
8,8,contriever,kmeans_k3,"Where is the University of North Carolina at Wilmington, population 112,067 located?",5a7243915542990c210a4086,"[16868, 1698]","[20695, 1697, 1698, 11594, 1662]",0.5,0.3333333333333333,0.5784966349601746,0.030569223687052727,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
9,9,contriever,kmeans_k3,"Gail Matthius co-anchored the Weekend Update segment of ""Saturday Night Live"" with the actor who played the villain Nicholas Andre in what movie?",5a728f505542992359bc30f5,"[4902, 21750]","[13086, 14835, 4902, 18510, 25668]",0.5,0.3333333333333333,0.5779744386672974,0.0561366006731987,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
10,10,contriever,kmeans_k3,Which author wrote about a woman captured by the Symbionese Liberation Army?,5a729cc25542991f9a20c532,"[25934, 23926]","[17244, 25619, 24665, 20335, 20950]",0.0,0.0,0.6899892091751099,0.07045863568782806,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
11,11,contriever,kmeans_k3,What is the name of the pop artist that belongs on the Pledis Entertainment label and has 13 members?,5a72d7b35542991f9a20c5be,"[12748, 19460]","[7041, 6, 12748, 2585, 8940]",0.5,0.3333333333333333,0.6334387063980103,0.45880943536758423,qwen3.5-122b,"Based on the provided context, the pop artist that belongs to the Pledis Entertainment label and has 13 members is **Seventeen**.

(Note: While Document 3 lists Seventeen as an artist under Pledis Entertainment, it does not explicitly state the number of members. However, among the listed artists, Seventeen is the only group known to have 13 members, and the context confirms their affiliation with the label.)

*Correction based on strict adherence to the ""ONLY on the provided context"" rule:*
The provided context (Document 3) lists **Seventeen** as an artist under Pledis Entertainment, but it **does not mention** that the group has 13 members. Therefore, strictly following the instruction to answer *only* based on the provided text:

I cannot answer this based on the provided context.",0.0,0.0,0.0,OK,
12,12,contriever,kmeans_k3,"Gaia is a space observatory of the European Space Agency, what is Astrosat?",5a7300b85542994cef4bc41a,"[24876, 25491]","[4822, 17579, 24876, 11092, 25949]",0.5,0.3333333333333333,0.5971553325653076,0.022404585033655167,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
13,13,contriever,kmeans_k3,"In the television series Green Hornet, which actor played the role of Kato?",5a7326cd5542991f29ee2d11,"[9131, 23227]","[21395, 20959, 9131, 8591, 1938]",0.5,0.3333333333333333,0.6692201495170593,0.9937978982925415,qwen3.5-122b,"Based on the provided context, in the television series *The Green Hornet*, the role of Kato was played by **Bruce Lee**.",0.0,0.0,0.0,OK,
14,14,contriever,kmeans_k3,"Lady Elizabeth Delmé and Her Children (1779) is a portrait given to the National Gallery of Art in 1937, which is located in which state?",5a7336d05542992359bc3293,"[13264, 13967]","[7163, 17935, 13264, 13023, 13340]",0.5,0.3333333333333333,0.6325608491897583,0.08529825508594513,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
15,15,contriever,kmeans_k3,"Which movie is loosley based off the Brother Grimm's ""Iron Henry""?",5a733b835542991f9a20c6b2,"[23633, 4545]","[8231, 25500, 4545, 21169, 15012]",0.5,0.3333333333333333,0.6294950246810913,0.14714792370796204,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
16,16,contriever,kmeans_k3,which board game has been around longer Obsession or Battle Sheep ?,5a733caa5542992359bc32a3,"[15389, 19341]","[13090, 15389, 19341, 2846, 11168]",1.0,0.5,0.5920436978340149,0.2394411414861679,qwen3.5-122b,"Based on the provided context, **Obsession** has been around longer.

According to Document 2, Obsession was released in **1977**, while Document 3 states that Battle Sheep was released in **2010**.",0.0,0.0,0.0,OK,
17,17,contriever,kmeans_k3,"Which famous mine was in service first, the Salmita Mine or the Kanichee Mine?",5a739323554299623ed4abff,"[4244, 25216]","[8842, 3555, 25216, 11301, 15511]",0.5,0.3333333333333333,0.5920370221138,0.046378105878829956,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
18,18,contriever,kmeans_k3,"What was the lead single from Boys Like Girls album on which frontman, Martin Johnson co-wrote a song with Taylor Swift? A: Love Drunk",5a74122f55429929fddd83da,"[7716, 8612]","[23298, 7716, 8612, 2810, 9859]",1.0,0.5,0.6692875623703003,0.9234551191329956,qwen3.5-122b,"Based on the provided context, the lead single from the Boys Like Girls album *Love Drunk* (on which frontman Martin Johnson co-wrote the song ""Two Is Better Than One"" with Taylor Swift) is **""Love Drunk""**.

Document 2 states: ""Its lead single, titled 'Love Drunk' was released on July 7, 2009..."" and confirms the album features the song ""Two Is Better Than One"" (featuring Taylor Swift). Document 3 confirms that ""Two Is Better Than One"" was written by Martin Johnson and Swift.",0.0,0.0,0.0,OK,
19,19,contriever,kmeans_k3,"Who wrote the music for Billy Elliot the Musical and had at least one song on the ""Billboard"" Hot 100 for 31 consecutive years?",5a74629255429929fddd8402,"[10804, 21082]","[5741, 18595, 12783, 5422, 18528]",0.0,0.0,0.5887346267700195,0.016473280265927315,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
20,20,contriever,kmeans_k3,Which American main title designer designed sequences for the founder of the Sundance Film Festival?,5a7471f655429979e2882955,"[4890, 23681]","[12140, 4890, 525, 6625, 13726]",0.5,0.5,0.6237638592720032,0.03036404401063919,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
21,21,contriever,kmeans_k3,What is served shaken with ice and should not be mistaken with the name Margarita?,5a74be7a55429929fddd84e4,"[7079, 4039]","[4039, 23543, 7079, 25675, 3851]",1.0,1.0,0.5519424676895142,0.9717269539833069,qwen3.5-122b,"Based on the provided context, the drink that is served shaken with ice is the **margarita** (Document 1). However, the text states that the name **Margarida** (a Portuguese female given name) should not be mistaken for the Mexican alcoholic drink **Margarita** (Document 3).

The context does not describe a single entity that is both ""served shaken with ice"" AND ""should not be mistaken with the name Margarita."" The drink served shaken with ice is the Margarita itself, while the name that should not be mistaken for the drink is Margarida.

Therefore, strictly based on the provided text, there is no single item that fits both conditions simultaneously as described in the question.

**I cannot answer this based on the provided context.**",0.0,0.0,0.0,OK,
22,22,contriever,kmeans_k3,What product by FLEXcon represents data by geometric patterns?,5a74c3f455429979e2882a0a,"[7688, 23564]","[12416, 10203, 7688, 23959, 8066]",0.5,0.3333333333333333,0.6368085741996765,0.019487079232931137,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
23,23,contriever,kmeans_k3,Connetquot High School  is a public high school in what city in New York?,5a7506f455429916b0164240,"[2573, 1640]","[2268, 23784, 2573, 13330, 1589]",0.5,0.3333333333333333,0.6315519213676453,0.9870465993881226,qwen3.5-122b,"Based on the provided context, Connetquot High School is located in **Bohemia**, New York.

(Document 3 states: ""Connetquot High School (CHS) is a public high school... located in Bohemia, New York..."")",0.0,0.0,0.0,OK,
24,24,contriever,kmeans_k3,What year did the movement that Tess Asplund protested in the viral image of her with her fist in the air disband?,5a7526945542993748c897d2,"[21889, 8074]","[13472, 8591, 21889, 25269, 8706]",0.5,0.3333333333333333,0.7167733907699585,0.13887149095535278,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
25,25,contriever,kmeans_k3,"What song from the fourth studio album made by The Who reached No.4 on the UK charts and No. 19 o nthe U.S. ""Billboard"" Hot 100?",5a753c8c55429916b01642ab,"[5767, 3370]","[5767, 7, 12021, 21035, 24387]",0.5,1.0,0.6324897408485413,0.9504222869873047,qwen3.5-122b,"Based on the provided context, the song is **""Pinball Wizard""**.

Document 1 states that ""Pinball Wizard"" was performed by The Who, featured on their 1969 rock opera album ""Tommy"", and reached No. 4 in the UK charts and No. 19 on the U.S. ""Billboard"" Hot 100. (Note: While the context confirms the song's chart performance and album, it does not explicitly state that ""Tommy"" was the band's *fourth* studio album, but it is the only song mentioned that matches the specific chart positions and artist).",0.0,0.0,0.0,OK,
26,26,contriever,kmeans_k3,"Who was born first, Karen Joy Fowler or Bruce Chatwin?",5a7542425542996c70cfaecc,"[7681, 18798]","[7681, 22308, 18798, 8083, 15515]",1.0,1.0,0.6876509785652161,0.991083562374115,qwen3.5-122b,"Based on the provided context, Bruce Chatwin was born first.

*   **Bruce Chatwin** was born on **13 May 1940** (Document 3).
*   **Karen Joy Fowler** was born on **February 7, 1950** (Document 1).

Since 1940 is earlier than 1950, Bruce Chatwin was born first.",0.0,0.0,0.0,OK,
27,27,contriever,kmeans_k3,"Michael Mark Brodsky is known for his translation of what Irish avant-garde novelist, playwright, theatre director, and poet?",5a7545605542993748c89807,"[15201, 10071]","[11444, 7772, 15201, 23552, 5119]",0.5,0.3333333333333333,0.6123664975166321,0.9578095078468323,qwen3.5-122b,"Based on the provided context, Michael Mark Brodsky is best known for his translation of **Samuel Beckett**'s ""Eleuthéria"".

(Note: While the context confirms he translated Samuel Beckett, it does not explicitly describe Beckett as an ""Irish avant-garde novelist, playwright, theatre director, and poet,"" but it is the only translation mentioned in relation to Brodsky.)",0.0,0.0,0.0,OK,
28,28,contriever,kmeans_k3,"Which came to market first, ""Hey Pa! There's a Goat on the Roof"" or ""Poleconomy""",5a7555215542996c70cfaee1,"[9446, 2847]","[2847, 8728, 9446, 11322, 2572]",1.0,1.0,0.6385827660560608,0.17539909482002258,qwen3.5-122b,"""Hey Pa! There's a Goat on the Roof"" came to market first. According to the provided context, it was issued in 1966, while ""Poleconomy"" was first published in 1980.",0.0,0.0,0.0,OK,
29,29,contriever,kmeans_k3,"Which ""Roseanne"" star is in Scream 2?",5a7557d75542992d0ec05f68,"[23512, 11186]","[9465, 23512, 16807, 19014, 11766]",0.5,0.5,0.632472038269043,0.05207005888223648,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
30,30,contriever,kmeans_k3,What show was Elena Shaddow in that was written by a relative of Richard Rodgers?,5a755f0a5542996c70cfaee7,"[25709, 9440]","[25709, 5422, 2435, 5741, 8475]",0.5,1.0,0.6738681793212891,0.06974244862794876,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
31,31,contriever,kmeans_k3,"Which ""Mirrors"" actress made her film debut in the 2005 comedy film ""Hitch""?",5a7571095542992d0ec05f97,"[5780, 24053]","[6047, 11782, 5780, 6191, 5848]",0.5,0.3333333333333333,0.6566702127456665,0.07148485630750656,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
32,32,contriever,kmeans_k3,Who was born first Mahbub ul Haq or Ibn Arabi?,5a7574e25542996c70cfaf01,"[24250, 5838]","[24250, 10726, 19335, 17197, 15321]",0.5,1.0,0.5933629274368286,0.05823155492544174,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
33,33,contriever,kmeans_k3,Andrea Camplone is a football coach in which 22-team competition?,5a75d8dc5542992db94736f0,"[18063, 21614]","[18063, 21395, 20122, 6314, 4266]",0.5,1.0,0.6752891540527344,0.03394129499793053,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
34,34,contriever,kmeans_k3,"The Declaration of Montreal was the founding document of which world event, lasting from July 26-August 5, 2006?",5a75da6d5542992db94736fa,"[23670, 20385]","[11729, 20385, 23670, 8705, 13687]",1.0,0.5,0.5655913949012756,0.9936304092407227,qwen3.5-122b,"Based on the provided context, the Declaration of Montreal was adopted as part of the **1st World Outgames**, which took place in Montreal, Quebec, Canada, from July 26, 2006, to August 5, 2006.",0.0,0.0,0.0,OK,
35,35,contriever,kmeans_k3,"Who is younger, Pelle Almqvist or Steve Winwood?",5a75f0bf5542994ccc91866b,"[4900, 6621]","[6621, 2971, 2393, 4900, 19172]",1.0,1.0,0.6740750074386597,0.9326810240745544,qwen3.5-122b,"Based on the provided context, Pelle Almqvist was born on 29 May 1978, and Steve Winwood was born on 12 May 1948. Since 1978 is later than 1948, Pelle Almqvist is younger.",0.0,0.0,0.0,OK,
