question_index,qa_id,retriever,condition,question,beir_query_id,gold_doc_ids,retrieved_doc_ids,recall_at_k,mrr,retrieval_diversity,faithfulness_nli,llm_model,prediction,exact_match,f1,rouge_l,row_status,row_error
0,0,bm25,dpp_seed2,Which piece did Ludwig van Beethoven publish in 1801 that was dedicated to Count Moritz von Fries?,5a70f1685542994082a3e40f,"[13379, 7304]","[22703, 19676, 21088, 12295, 13379]",0.5,0.2,0.6742974519729614,0.0,,,0.0,0.0,0.0,OK,
2,2,bm25,dpp_seed2,Albanians in Montenegro which make up 4.91 of the county's total population could be members of the Albanian Coalation Perspect which is a what?,5a711c535542994082a3e59b,"[5958, 20848]","[3200, 3661, 609, 17835, 20848]",0.5,0.2,0.6988605260848999,0.0,,,0.0,0.0,0.0,OK,
3,3,bm25,dpp_seed2,Alvaro Mexia had a diplomatic mission with which tribe of indigenous people?,5a713ea95542994082a3e6e4,"[12797, 7948]","[11318, 16730, 10385, 18822, 12797]",0.5,0.2,0.6438106298446655,0.0,,,0.0,0.0,0.0,OK,
6,6,bm25,dpp_seed2,"Which Istanbul mosque is unique for retaining a Baroque style of architecture, the Bayezid II Mosque or the Nusretiye Mosque?",5a7153d05542994082a3e7dc,"[4824, 2753]","[4824, 6577, 8360, 1647, 2753]",1.0,1.0,0.516703188419342,0.0,,,0.0,0.0,0.0,OK,
7,7,bm25,dpp_seed2,"Which publication still relies on paper printing, Human Events or Texas Highways?",5a7199725542994082a3e88f,"[24161, 19285]","[17152, 3467, 20457, 8912, 21183]",0.0,0.0,0.6409987211227417,0.0,,,0.0,0.0,0.0,OK,
8,8,bm25,dpp_seed2,"Where is the University of North Carolina at Wilmington, population 112,067 located?",5a7243915542990c210a4086,"[16868, 1698]","[1555, 11594, 2661, 24862, 24409]",0.0,0.0,0.6377605199813843,0.0,,,0.0,0.0,0.0,OK,
10,10,bm25,dpp_seed2,Which author wrote about a woman captured by the Symbionese Liberation Army?,5a729cc25542991f9a20c532,"[25934, 23926]","[1573, 3313, 24888, 3971, 21394]",0.0,0.0,0.701135516166687,0.0,,,0.0,0.0,0.0,OK,
12,12,bm25,dpp_seed2,"Gaia is a space observatory of the European Space Agency, what is Astrosat?",5a7300b85542994cef4bc41a,"[24876, 25491]","[4340, 8181, 9329, 4055, 24876]",0.5,0.2,0.6836100816726685,0.0,,,0.0,0.0,0.0,OK,
14,14,bm25,dpp_seed2,"Lady Elizabeth Delmé and Her Children (1779) is a portrait given to the National Gallery of Art in 1937, which is located in which state?",5a7336d05542992359bc3293,"[13264, 13967]","[17824, 7358, 7799, 12635, 13264]",0.5,0.2,0.576669454574585,0.0,,,0.0,0.0,0.0,OK,
16,16,bm25,dpp_seed2,which board game has been around longer Obsession or Battle Sheep ?,5a733caa5542992359bc32a3,"[15389, 19341]","[19341, 780, 6178, 17827, 15389]",1.0,1.0,0.6615383625030518,0.0,,,0.0,0.0,0.0,OK,
