question_index,qa_id,retriever,condition,question,beir_query_id,gold_doc_ids,retrieved_doc_ids,recall_at_k,mrr,retrieval_diversity,faithfulness_nli,llm_model,prediction,exact_match,f1,rouge_l,row_status,row_error
0,0,bm25,kmeans_k3,Which piece did Ludwig van Beethoven publish in 1801 that was dedicated to Count Moritz von Fries?,5a70f1685542994082a3e40f,"[13379, 7304]","[4600, 19964, 7304, 10280, 19676]",0.5,0.3333333333333333,0.673625648021698,0.050944555550813675,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
1,1,bm25,kmeans_k3,"Which of these men, Scott Treleaven and Edmund Mortimer, is credited with working in both films and photography?",5a710a915542994082a3e504,"[2917, 2219]","[9549, 24009, 2917, 16632, 7734]",0.5,0.3333333333333333,0.7135009765625,0.034426093101501465,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
2,2,bm25,kmeans_k3,Albanians in Montenegro which make up 4.91 of the county's total population could be members of the Albanian Coalation Perspect which is a what?,5a711c535542994082a3e59b,"[5958, 20848]","[16583, 20848, 3378, 8530, 4177]",0.5,0.5,0.6791700124740601,0.04768350347876549,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
3,3,bm25,kmeans_k3,Alvaro Mexia had a diplomatic mission with which tribe of indigenous people?,5a713ea95542994082a3e6e4,"[12797, 7948]","[11513, 20211, 12797, 11318, 24261]",0.5,0.3333333333333333,0.6202465295791626,0.9990001916885376,qwen3.5-122b,"Based on the provided context, Alvaro Mexia had a diplomatic mission with the **Ais** native population.

Document 3 states that Mexia was given a diplomatic mission to the native populations living south of St. Augustine and in the Cape Canaveral area, which resulted in a ""Period of Friendship"" between the Spanish and the **Ais** native population.",0.0,0.0,0.0,OK,
4,4,bm25,kmeans_k3,"Riema Juhani Karppinen won the silver medal at what event held outside of Munich, Germany?",5a71419f5542994082a3e70d,"[17083, 12115]","[17083, 10880, 13664, 12115, 3715]",1.0,1.0,0.6092241406440735,0.5176265835762024,qwen3.5-122b,"Based on the provided context, Reima Juhani Karppinen won a silver medal at the **1981 World Rowing Championships**.

Document 1 states he won this medal at the 1981 World Rowing Championships, and Document 4 confirms that the 1981 World Rowing Championships were held at Oberschleißheim outside Munich, Germany.",0.0,0.0,0.0,OK,
5,5,bm25,kmeans_k3,When was the king that started coin production in Copenhagen born?,5a7147fd5542994082a3e758,"[15673, 4375]","[15673, 17790, 24706, 13960, 11166]",0.5,1.0,0.7115178108215332,0.03528808802366257,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
6,6,bm25,kmeans_k3,"Which Istanbul mosque is unique for retaining a Baroque style of architecture, the Bayezid II Mosque or the Nusretiye Mosque?",5a7153d05542994082a3e7dc,"[4824, 2753]","[13038, 21202, 4824, 13205, 2753]",1.0,0.3333333333333333,0.5699521899223328,0.6677423119544983,qwen3.5-122b,"Based on the provided context, the **Nusretiye Mosque** is the one unique for retaining a Baroque style of architecture.

Document 5 states that the Nusretiye Mosque ""retains a Baroque style, making it unique to the city,"" whereas Document 3 describes the Bayezid II Mosque only as an Ottoman imperial mosque located near the ruins of the Forum of Theodosius, with no mention of Baroque architecture.",0.0,0.0,0.0,OK,
7,7,bm25,kmeans_k3,"Which publication still relies on paper printing, Human Events or Texas Highways?",5a7199725542994082a3e88f,"[24161, 19285]","[19036, 6664, 24161, 17152, 6198]",0.5,0.3333333333333333,0.6605950593948364,0.04519443213939667,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
8,8,bm25,kmeans_k3,"Where is the University of North Carolina at Wilmington, population 112,067 located?",5a7243915542990c210a4086,"[16868, 1698]","[1555, 23044, 16868, 19863, 17597]",0.5,0.3333333333333333,0.6576008796691895,0.1769598126411438,qwen3.5-122b,"Based on the provided context, the University of North Carolina at Wilmington (UNCW) is located in **Wilmington, North Carolina, United States**.

(Note: The provided context in Document 3 confirms the location of the university but does not mention the population figure of 112,067.)",0.0,0.0,0.0,OK,
9,9,bm25,kmeans_k3,"Gail Matthius co-anchored the Weekend Update segment of ""Saturday Night Live"" with the actor who played the villain Nicholas Andre in what movie?",5a728f505542992359bc30f5,"[4902, 21750]","[4902, 21750, 5508, 25985, 22471]",1.0,1.0,0.730545163154602,0.5763997435569763,qwen3.5-122b,"Based on the provided context, Gail Matthius co-anchored the Weekend Update segment with **Charles Rocket** (Document 1). Charles Rocket played the villain **Nicholas Andre** in the film **""Dumb and Dumber""** (Document 2).

Answer: Dumb and Dumber",0.0,0.0,0.0,OK,
