question_index,qa_id,retriever,condition,question,beir_query_id,gold_doc_ids,retrieved_doc_ids,recall_at_k,mrr,retrieval_diversity,faithfulness_nli,llm_model,prediction,exact_match,f1,rouge_l,row_status,row_error
0,0,bm25,agglo_k5,Which piece did Ludwig van Beethoven publish in 1801 that was dedicated to Count Moritz von Fries?,5a70f1685542994082a3e40f,"[13379, 7304]","[2083, 4600, 672, 7304, 10280]",0.5,0.25,0.6408351063728333,0.0,,,0.0,0.0,0.0,OK,
1,1,bm25,agglo_k5,"Which of these men, Scott Treleaven and Edmund Mortimer, is credited with working in both films and photography?",5a710a915542994082a3e504,"[2917, 2219]","[9549, 14080, 24009, 2917, 2219]",1.0,0.25,0.7109081149101257,0.0,,,0.0,0.0,0.0,OK,
2,2,bm25,agglo_k5,Albanians in Montenegro which make up 4.91 of the county's total population could be members of the Albanian Coalation Perspect which is a what?,5a711c535542994082a3e59b,"[5958, 20848]","[20848, 2867, 10723, 3378, 4177]",0.5,1.0,0.7340074181556702,0.0,,,0.0,0.0,0.0,OK,
3,3,bm25,agglo_k5,Alvaro Mexia had a diplomatic mission with which tribe of indigenous people?,5a713ea95542994082a3e6e4,"[12797, 7948]","[11513, 20211, 11318, 23108, 12797]",0.5,0.2,0.6889376640319824,0.0,,,0.0,0.0,0.0,OK,
4,4,bm25,agglo_k5,"Riema Juhani Karppinen won the silver medal at what event held outside of Munich, Germany?",5a71419f5542994082a3e70d,"[17083, 12115]","[17083, 10880, 13664, 12675, 21400]",0.5,1.0,0.6413030028343201,0.0,,,0.0,0.0,0.0,OK,
5,5,bm25,agglo_k5,When was the king that started coin production in Copenhagen born?,5a7147fd5542994082a3e758,"[15673, 4375]","[11166, 15673, 25056, 17790, 24706]",0.5,0.5,0.6830763816833496,0.0,,,0.0,0.0,0.0,OK,
6,6,bm25,agglo_k5,"Which Istanbul mosque is unique for retaining a Baroque style of architecture, the Bayezid II Mosque or the Nusretiye Mosque?",5a7153d05542994082a3e7dc,"[4824, 2753]","[4824, 13205, 2826, 18966, 3591]",0.5,1.0,0.6965543031692505,0.0,,,0.0,0.0,0.0,OK,
7,7,bm25,agglo_k5,"Which publication still relies on paper printing, Human Events or Texas Highways?",5a7199725542994082a3e88f,"[24161, 19285]","[24161, 19036, 6198, 6664, 17613]",0.5,1.0,0.6801649332046509,0.0,,,0.0,0.0,0.0,OK,
8,8,bm25,agglo_k5,"Where is the University of North Carolina at Wilmington, population 112,067 located?",5a7243915542990c210a4086,"[16868, 1698]","[17597, 23652, 16868, 5025, 1662]",0.5,0.3333333333333333,0.6250388622283936,0.0,,,0.0,0.0,0.0,OK,
9,9,bm25,agglo_k5,"Gail Matthius co-anchored the Weekend Update segment of ""Saturday Night Live"" with the actor who played the villain Nicholas Andre in what movie?",5a728f505542992359bc30f5,"[4902, 21750]","[5508, 2744, 18645, 4902, 24907]",0.5,0.25,0.7425948977470398,0.0,,,0.0,0.0,0.0,OK,
10,10,bm25,agglo_k5,Which author wrote about a woman captured by the Symbionese Liberation Army?,5a729cc25542991f9a20c532,"[25934, 23926]","[19993, 21394, 13608, 21062, 23926]",0.5,0.2,0.6862741708755493,0.0,,,0.0,0.0,0.0,OK,
11,11,bm25,agglo_k5,What is the name of the pop artist that belongs on the Pledis Entertainment label and has 13 members?,5a72d7b35542991f9a20c5be,"[12748, 19460]","[6892, 15300, 24906, 12748, 13551]",0.5,0.25,0.7417694330215454,0.0,,,0.0,0.0,0.0,OK,
12,12,bm25,agglo_k5,"Gaia is a space observatory of the European Space Agency, what is Astrosat?",5a7300b85542994cef4bc41a,"[24876, 25491]","[24876, 3151, 15643, 24354, 15486]",0.5,1.0,0.6672462224960327,0.0,,,0.0,0.0,0.0,OK,
13,13,bm25,agglo_k5,"In the television series Green Hornet, which actor played the role of Kato?",5a7326cd5542991f29ee2d11,"[9131, 23227]","[10387, 18645, 24442, 23227, 9449]",0.5,0.25,0.6322811245918274,0.0,,,0.0,0.0,0.0,OK,
14,14,bm25,agglo_k5,"Lady Elizabeth Delmé and Her Children (1779) is a portrait given to the National Gallery of Art in 1937, which is located in which state?",5a7336d05542992359bc3293,"[13264, 13967]","[21463, 7358, 13264, 6561, 648]",0.5,0.3333333333333333,0.6759587526321411,0.0,,,0.0,0.0,0.0,OK,
15,15,bm25,agglo_k5,"Which movie is loosley based off the Brother Grimm's ""Iron Henry""?",5a733b835542991f9a20c6b2,"[23633, 4545]","[16296, 15926, 4545, 24608, 23682]",0.5,0.3333333333333333,0.6439181566238403,0.0,,,0.0,0.0,0.0,OK,
16,16,bm25,agglo_k5,which board game has been around longer Obsession or Battle Sheep ?,5a733caa5542992359bc32a3,"[15389, 19341]","[16453, 3495, 16699, 19341, 780]",0.5,0.25,0.665544867515564,0.0,,,0.0,0.0,0.0,OK,
17,17,bm25,agglo_k5,"Which famous mine was in service first, the Salmita Mine or the Kanichee Mine?",5a739323554299623ed4abff,"[4244, 25216]","[16015, 11498, 15007, 4244, 25788]",0.5,0.25,0.6068053245544434,0.0,,,0.0,0.0,0.0,OK,
18,18,bm25,agglo_k5,"What was the lead single from Boys Like Girls album on which frontman, Martin Johnson co-wrote a song with Taylor Swift? A: Love Drunk",5a74122f55429929fddd83da,"[7716, 8612]","[17942, 3074, 8477, 8612, 1058]",0.5,0.25,0.675917387008667,0.0,,,0.0,0.0,0.0,OK,
19,19,bm25,agglo_k5,"Who wrote the music for Billy Elliot the Musical and had at least one song on the ""Billboard"" Hot 100 for 31 consecutive years?",5a74629255429929fddd8402,"[10804, 21082]","[10765, 16131, 10804, 12438, 13183]",0.5,0.3333333333333333,0.7552377581596375,0.0,,,0.0,0.0,0.0,OK,
