question_index,qa_id,retriever,condition,question,beir_query_id,gold_doc_ids,retrieved_doc_ids,recall_at_k,mrr,retrieval_diversity,faithfulness_nli,llm_model,prediction,exact_match,f1,rouge_l,row_status,row_error
0,0,colbertv2,mmr_0.0,Which piece did Ludwig van Beethoven publish in 1801 that was dedicated to Count Moritz von Fries?,5a70f1685542994082a3e40f,"[13379, 7304]","[13379, 25642, 8654, 12290, 10832]",0.5,1.0,0.7465822696685791,0.9938099384307861,qwen3.5-122b,"Based on the provided context, the piece Ludwig van Beethoven published in 1801 that was dedicated to Count Moritz von Fries is the **Violin Sonata No. 5 in F major, Opus 24** (often known as the ""Spring Sonata"").

The text also notes that Beethoven dedicated two other works of the same year to Count Moritz von Fries: the **C major string quintet** and the **fourth violin sonata**.",0.0,0.0,0.0,OK,
1,1,colbertv2,mmr_0.0,"Which of these men, Scott Treleaven and Edmund Mortimer, is credited with working in both films and photography?",5a710a915542994082a3e504,"[2917, 2219]","[2219, 19056, 24465, 9006, 2163]",0.5,1.0,0.718319296836853,0.09106786549091339,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
2,2,colbertv2,mmr_0.0,Albanians in Montenegro which make up 4.91 of the county's total population could be members of the Albanian Coalation Perspect which is a what?,5a711c535542994082a3e59b,"[5958, 20848]","[20848, 415, 24516, 15067, 13521]",0.5,1.0,0.6780475974082947,0.03656259551644325,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
3,3,colbertv2,mmr_0.0,Alvaro Mexia had a diplomatic mission with which tribe of indigenous people?,5a713ea95542994082a3e6e4,"[12797, 7948]","[12797, 13397, 10506, 23563, 4236]",0.5,1.0,0.755050003528595,0.9996500611305237,qwen3.5-122b,"Based on the provided context, Alvaro Mexia had a diplomatic mission with the **Ais** native population.",0.0,0.0,0.0,OK,
4,4,colbertv2,mmr_0.0,"Riema Juhani Karppinen won the silver medal at what event held outside of Munich, Germany?",5a71419f5542994082a3e70d,"[17083, 12115]","[17083, 15315, 354, 18440, 22087]",0.5,1.0,0.6936837434768677,0.996340811252594,qwen3.5-122b,"Based on the provided context, Reima Juhani Karppinen won a silver medal at the **1981 World Rowing Championships**.

(Note: The context does not explicitly state the location of the 1981 World Rowing Championships, but it is the only event mentioned where he won a silver medal.)",0.0,0.0,0.0,OK,
5,5,colbertv2,mmr_0.0,When was the king that started coin production in Copenhagen born?,5a7147fd5542994082a3e758,"[15673, 4375]","[15673, 11045, 9406, 2876, 22877]",0.5,1.0,0.7600003480911255,0.9137112498283386,qwen3.5-122b,"I cannot answer this based on the provided context.

The provided text states that King Hans was the first king to start a production of coins in Copenhagen, but it does not mention his birth date.",0.0,0.0,0.0,OK,
6,6,colbertv2,mmr_0.0,"Which Istanbul mosque is unique for retaining a Baroque style of architecture, the Bayezid II Mosque or the Nusretiye Mosque?",5a7153d05542994082a3e7dc,"[4824, 2753]","[2753, 2904, 8422, 13205, 3462]",0.5,1.0,0.689569354057312,0.2659589350223541,qwen3.5-122b,"Based on the provided context, the **Nusretiye Mosque** is the one unique for retaining a Baroque style of architecture.

Document 1 states: ""While its architecture is influenced by Islamic elements, it retains a Baroque style, making it unique to the city."" The document does not mention the Bayezid II Mosque.",0.0,0.0,0.0,OK,
7,7,colbertv2,mmr_0.0,"Which publication still relies on paper printing, Human Events or Texas Highways?",5a7199725542994082a3e88f,"[24161, 19285]","[19285, 20766, 20457, 24260, 14720]",0.5,1.0,0.7270439267158508,0.061958178877830505,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
8,8,colbertv2,mmr_0.0,"Where is the University of North Carolina at Wilmington, population 112,067 located?",5a7243915542990c210a4086,"[16868, 1698]","[16868, 9581, 25825, 1667, 4759]",0.5,1.0,0.6812224984169006,0.13045759499073029,qwen3.5-122b,"Based on the provided context, the University of North Carolina at Wilmington (UNCW) is located in **Wilmington, North Carolina, United States**.

(Note: The provided context in Document 1 does not mention a population of 112,067 for Wilmington; it only states the university's location and student enrollment numbers.)",0.0,0.0,0.0,OK,
9,9,colbertv2,mmr_0.0,"Gail Matthius co-anchored the Weekend Update segment of ""Saturday Night Live"" with the actor who played the villain Nicholas Andre in what movie?",5a728f505542992359bc30f5,"[4902, 21750]","[4902, 13962, 21265, 24963, 17157]",0.5,1.0,0.7758355140686035,0.0561366006731987,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
10,10,colbertv2,mmr_0.0,Which author wrote about a woman captured by the Symbionese Liberation Army?,5a729cc25542991f9a20c532,"[25934, 23926]","[23926, 486, 4705, 20501, 9728]",0.5,1.0,0.7841649055480957,0.06273555755615234,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
11,11,colbertv2,mmr_0.0,What is the name of the pop artist that belongs on the Pledis Entertainment label and has 13 members?,5a72d7b35542991f9a20c5be,"[12748, 19460]","[12748, 18487, 25459, 12316, 3333]",0.5,1.0,0.7865390181541443,0.9993447661399841,qwen3.5-122b,"Based on the provided context, the pop artist that belongs to the Pledis Entertainment label and is known for having 13 members is **Seventeen**.

Document 1 lists ""Seventeen"" as one of the K-pop artists currently home to Pledis Entertainment. While the document does not explicitly state the number of members, Seventeen is the only group listed that fits the description of a 13-member pop group (the other groups listed, such as After School, Orange Caramel, NU'EST, and Pristin, have different member counts).",0.0,0.0,0.0,OK,
12,12,colbertv2,mmr_0.0,"Gaia is a space observatory of the European Space Agency, what is Astrosat?",5a7300b85542994cef4bc41a,"[24876, 25491]","[24876, 5411, 7382, 6340, 9889]",0.5,1.0,0.6991198062896729,0.021769238635897636,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
