question_index,qa_id,retriever,condition,question,beir_query_id,gold_doc_ids,retrieved_doc_ids,recall_at_k,mrr,retrieval_diversity,faithfulness_nli,llm_model,prediction,exact_match,f1,rouge_l,row_status,row_error
0,0,dpr,agglo_k5,Which piece did Ludwig van Beethoven publish in 1801 that was dedicated to Count Moritz von Fries?,5a70f1685542994082a3e40f,"[13379, 7304]","[3658, 6294, 13379, 22041, 2124]",0.5,0.3333333333333333,0.6216651201248169,0.0,,,0.0,0.0,0.0,OK,
1,1,dpr,agglo_k5,"Which of these men, Scott Treleaven and Edmund Mortimer, is credited with working in both films and photography?",5a710a915542994082a3e504,"[2917, 2219]","[3539, 98, 8329, 6057, 17813]",0.0,0.0,0.7542099952697754,0.0,,,0.0,0.0,0.0,OK,
2,2,dpr,agglo_k5,Albanians in Montenegro which make up 4.91 of the county's total population could be members of the Albanian Coalation Perspect which is a what?,5a711c535542994082a3e59b,"[5958, 20848]","[17483, 10255, 261, 11231, 20848]",0.5,0.2,0.593798816204071,0.0,,,0.0,0.0,0.0,OK,
3,3,dpr,agglo_k5,Alvaro Mexia had a diplomatic mission with which tribe of indigenous people?,5a713ea95542994082a3e6e4,"[12797, 7948]","[12797, 6410, 21957, 8952, 5755]",0.5,1.0,0.721359372138977,0.0,,,0.0,0.0,0.0,OK,
4,4,dpr,agglo_k5,"Riema Juhani Karppinen won the silver medal at what event held outside of Munich, Germany?",5a71419f5542994082a3e70d,"[17083, 12115]","[14118, 15197, 18264, 24836, 191]",0.0,0.0,0.6409453749656677,0.0,,,0.0,0.0,0.0,OK,
5,5,dpr,agglo_k5,When was the king that started coin production in Copenhagen born?,5a7147fd5542994082a3e758,"[15673, 4375]","[20061, 4375, 24397, 15673, 1808]",1.0,0.5,0.6628408432006836,0.0,,,0.0,0.0,0.0,OK,
6,6,dpr,agglo_k5,"Which Istanbul mosque is unique for retaining a Baroque style of architecture, the Bayezid II Mosque or the Nusretiye Mosque?",5a7153d05542994082a3e7dc,"[4824, 2753]","[11160, 2753, 2764, 18690, 17288]",0.5,0.5,0.6704024076461792,0.0,,,0.0,0.0,0.0,OK,
7,7,dpr,agglo_k5,"Which publication still relies on paper printing, Human Events or Texas Highways?",5a7199725542994082a3e88f,"[24161, 19285]","[19285, 24117, 2409, 13253, 19816]",0.5,1.0,0.688091516494751,0.0,,,0.0,0.0,0.0,OK,
8,8,dpr,agglo_k5,"Where is the University of North Carolina at Wilmington, population 112,067 located?",5a7243915542990c210a4086,"[16868, 1698]","[24096, 1172, 23334, 2544, 16868]",0.5,0.2,0.6708348989486694,0.0,,,0.0,0.0,0.0,OK,
9,9,dpr,agglo_k5,"Gail Matthius co-anchored the Weekend Update segment of ""Saturday Night Live"" with the actor who played the villain Nicholas Andre in what movie?",5a728f505542992359bc30f5,"[4902, 21750]","[18923, 10537, 4241, 4902, 17856]",0.5,0.25,0.6793325543403625,0.0,,,0.0,0.0,0.0,OK,
10,10,dpr,agglo_k5,Which author wrote about a woman captured by the Symbionese Liberation Army?,5a729cc25542991f9a20c532,"[25934, 23926]","[14967, 23926, 18973, 6782, 24430]",0.5,0.5,0.7103227376937866,0.0,,,0.0,0.0,0.0,OK,
11,11,dpr,agglo_k5,What is the name of the pop artist that belongs on the Pledis Entertainment label and has 13 members?,5a72d7b35542991f9a20c5be,"[12748, 19460]","[13642, 24458, 7644, 12410, 12748]",0.5,0.2,0.7201838493347168,0.0,,,0.0,0.0,0.0,OK,
12,12,dpr,agglo_k5,"Gaia is a space observatory of the European Space Agency, what is Astrosat?",5a7300b85542994cef4bc41a,"[24876, 25491]","[5411, 24876, 15658, 11032, 6340]",0.5,0.5,0.6753832697868347,0.0,,,0.0,0.0,0.0,OK,
13,13,dpr,agglo_k5,"In the television series Green Hornet, which actor played the role of Kato?",5a7326cd5542991f29ee2d11,"[9131, 23227]","[17943, 16842, 3015, 9131, 4152]",0.5,0.25,0.6832711100578308,0.0,,,0.0,0.0,0.0,OK,
14,14,dpr,agglo_k5,"Lady Elizabeth Delmé and Her Children (1779) is a portrait given to the National Gallery of Art in 1937, which is located in which state?",5a7336d05542992359bc3293,"[13264, 13967]","[13264, 11235, 18961, 6353, 25155]",0.5,1.0,0.6979923844337463,0.0,,,0.0,0.0,0.0,OK,
15,15,dpr,agglo_k5,"Which movie is loosley based off the Brother Grimm's ""Iron Henry""?",5a733b835542991f9a20c6b2,"[23633, 4545]","[23804, 1492, 4545, 11199, 4643]",0.5,0.3333333333333333,0.7332758903503418,0.0,,,0.0,0.0,0.0,OK,
16,16,dpr,agglo_k5,which board game has been around longer Obsession or Battle Sheep ?,5a733caa5542992359bc32a3,"[15389, 19341]","[25947, 13284, 15389, 19341, 1281]",1.0,0.3333333333333333,0.6999189257621765,0.0,,,0.0,0.0,0.0,OK,
17,17,dpr,agglo_k5,"Which famous mine was in service first, the Salmita Mine or the Kanichee Mine?",5a739323554299623ed4abff,"[4244, 25216]","[4244, 9008, 25788, 990, 25108]",0.5,1.0,0.6784756183624268,0.0,,,0.0,0.0,0.0,OK,
18,18,dpr,agglo_k5,"What was the lead single from Boys Like Girls album on which frontman, Martin Johnson co-wrote a song with Taylor Swift? A: Love Drunk",5a74122f55429929fddd83da,"[7716, 8612]","[25402, 7716, 4870, 690, 23155]",0.5,0.5,0.7475958466529846,0.0,,,0.0,0.0,0.0,OK,
19,19,dpr,agglo_k5,"Who wrote the music for Billy Elliot the Musical and had at least one song on the ""Billboard"" Hot 100 for 31 consecutive years?",5a74629255429929fddd8402,"[10804, 21082]","[15494, 3468, 21600, 11401, 19835]",0.0,0.0,0.6732685565948486,0.0,,,0.0,0.0,0.0,OK,
20,20,dpr,agglo_k5,Which American main title designer designed sequences for the founder of the Sundance Film Festival?,5a7471f655429979e2882955,"[4890, 23681]","[19814, 18291, 6095, 21379, 4890]",0.5,0.2,0.7460730671882629,0.0,,,0.0,0.0,0.0,OK,
21,21,dpr,agglo_k5,What is served shaken with ice and should not be mistaken with the name Margarita?,5a74be7a55429929fddd84e4,"[7079, 4039]","[25909, 4039, 22897, 3851, 4382]",0.5,0.5,0.571195125579834,0.0,,,0.0,0.0,0.0,OK,
22,22,dpr,agglo_k5,What product by FLEXcon represents data by geometric patterns?,5a74c3f455429979e2882a0a,"[7688, 23564]","[14720, 12455, 1041, 20421, 7688]",0.5,0.2,0.7087208032608032,0.0,,,0.0,0.0,0.0,OK,
23,23,dpr,agglo_k5,Connetquot High School  is a public high school in what city in New York?,5a7506f455429916b0164240,"[2573, 1640]","[7354, 1172, 23784, 17601, 2573]",0.5,0.2,0.6264688372612,0.0,,,0.0,0.0,0.0,OK,
24,24,dpr,agglo_k5,What year did the movement that Tess Asplund protested in the viral image of her with her fist in the air disband?,5a7526945542993748c897d2,"[21889, 8074]","[21889, 14709, 3441, 3509, 23653]",0.5,1.0,0.7550140023231506,0.0,,,0.0,0.0,0.0,OK,
25,25,dpr,agglo_k5,"What song from the fourth studio album made by The Who reached No.4 on the UK charts and No. 19 o nthe U.S. ""Billboard"" Hot 100?",5a753c8c55429916b01642ab,"[5767, 3370]","[20747, 15264, 8042, 20713, 25402]",0.0,0.0,0.7539058923721313,0.0,,,0.0,0.0,0.0,OK,
26,26,dpr,agglo_k5,"Who was born first, Karen Joy Fowler or Bruce Chatwin?",5a7542425542996c70cfaecc,"[7681, 18798]","[11970, 14643, 20692, 2490, 25085]",0.0,0.0,0.7488478422164917,0.0,,,0.0,0.0,0.0,OK,
27,27,dpr,agglo_k5,"Michael Mark Brodsky is known for his translation of what Irish avant-garde novelist, playwright, theatre director, and poet?",5a7545605542993748c89807,"[15201, 10071]","[6669, 10071, 1038, 15201, 24493]",1.0,0.5,0.6445066928863525,0.0,,,0.0,0.0,0.0,OK,
28,28,dpr,agglo_k5,"Which came to market first, ""Hey Pa! There's a Goat on the Roof"" or ""Poleconomy""",5a7555215542996c70cfaee1,"[9446, 2847]","[9446, 11986, 9830, 17143, 128]",0.5,1.0,0.6979333162307739,0.0,,,0.0,0.0,0.0,OK,
29,29,dpr,agglo_k5,"Which ""Roseanne"" star is in Scream 2?",5a7557d75542992d0ec05f68,"[23512, 11186]","[3975, 15877, 23512, 19971, 18366]",0.5,0.3333333333333333,0.6645806431770325,0.0,,,0.0,0.0,0.0,OK,
30,30,dpr,agglo_k5,What show was Elena Shaddow in that was written by a relative of Richard Rodgers?,5a755f0a5542996c70cfaee7,"[25709, 9440]","[25085, 25709, 2226, 5908, 23502]",0.5,0.5,0.7427648305892944,0.0,,,0.0,0.0,0.0,OK,
31,31,dpr,agglo_k5,"Which ""Mirrors"" actress made her film debut in the 2005 comedy film ""Hitch""?",5a7571095542992d0ec05f97,"[5780, 24053]","[14342, 5780, 11454, 14082, 18119]",0.5,0.5,0.6693557500839233,0.0,,,0.0,0.0,0.0,OK,
32,32,dpr,agglo_k5,Who was born first Mahbub ul Haq or Ibn Arabi?,5a7574e25542996c70cfaf01,"[24250, 5838]","[15551, 9870, 5838, 2614, 23732]",0.5,0.3333333333333333,0.6112939119338989,0.0,,,0.0,0.0,0.0,OK,
33,33,dpr,agglo_k5,Andrea Camplone is a football coach in which 22-team competition?,5a75d8dc5542992db94736f0,"[18063, 21614]","[11690, 20122, 12505, 9806, 11114]",0.0,0.0,0.7379674911499023,0.0,,,0.0,0.0,0.0,OK,
34,34,dpr,agglo_k5,"The Declaration of Montreal was the founding document of which world event, lasting from July 26-August 5, 2006?",5a75da6d5542992db94736fa,"[23670, 20385]","[22042, 9231, 24942, 20385, 8293]",0.5,0.25,0.688306450843811,0.0,,,0.0,0.0,0.0,OK,
35,35,dpr,agglo_k5,"Who is younger, Pelle Almqvist or Steve Winwood?",5a75f0bf5542994ccc91866b,"[4900, 6621]","[24278, 2162, 7510, 11248, 9720]",0.0,0.0,0.7237524390220642,0.0,,,0.0,0.0,0.0,OK,
36,36,dpr,agglo_k5,"What actress and and writer starred with Jennifer Saunders in bothe ""The Supergrass"" and ""French and Saunders""?",5a7602d8554299109176e5fb,"[10750, 12015]","[14326, 7175, 10750, 5623, 4643]",0.5,0.3333333333333333,0.7093527317047119,0.0,,,0.0,0.0,0.0,OK,
37,37,dpr,agglo_k5,Alfred Balk served as the secretary of the Committee on the Employment of Minority Groups in the News Media under which United States Vice President?,5a760ab65542994ccc918697,"[7215, 5425]","[3431, 5425, 22279, 7215, 25370]",1.0,0.5,0.714413046836853,0.0,,,0.0,0.0,0.0,OK,
38,38,dpr,agglo_k5,Was the famous opera comique that was based on a Prosper Merimee novella a comedy or a tragedy?,5a7615fb5542992db9473727,"[1460, 15091]","[24493, 128, 23788, 25308, 24302]",0.0,0.0,0.7341970801353455,0.0,,,0.0,0.0,0.0,OK,
39,39,dpr,agglo_k5,Who served as the head coach for the Grizzlies in the 2004-05 season and as head coach for the Brooklyn Nets?,5a7618d85542994ccc9186cf,"[11963, 14818]","[14818, 9032, 25268, 6038, 23466]",0.5,1.0,0.7004023790359497,0.0,,,0.0,0.0,0.0,OK,
40,40,dpr,agglo_k5,"Which album did the band Kraftwerk release after their successful album which reached number 25 on the US ""Billboard"" Hot 100 chart?",5a7621bb554299109176e650,"[23154, 4227]","[23204, 19835, 4227, 22995, 6736]",0.5,0.3333333333333333,0.6526480913162231,0.0,,,0.0,0.0,0.0,OK,
41,41,dpr,agglo_k5,When was the plaintiff in the 1892 Barbed Wire Patent Case born?,5a7624b85542992db947372c,"[16274, 24579]","[8280, 10540, 16274, 10920, 840]",0.5,0.3333333333333333,0.6768959760665894,0.0,,,0.0,0.0,0.0,OK,
42,42,dpr,agglo_k5,"Which was fought earlier in our nation's history, the Seven Days Battles or the Battle of Manila?",5a7633ad5542992db9473741,"[25986, 8549]","[25783, 8549, 8378, 25986, 7256]",1.0,0.5,0.6622827053070068,0.0,,,0.0,0.0,0.0,OK,
43,43,dpr,agglo_k5,"When was the Chief Aerodynamicist for the British supersonic land vehicle, whose goal is to match or exceed 1000 mph achieving a new world land speed record, born?",5a7633ff5542994ccc918712,"[23901, 5723]","[10593, 3379, 12012, 6900, 5723]",0.5,0.2,0.6881776452064514,0.0,,,0.0,0.0,0.0,OK,
44,44,dpr,agglo_k5,Who was the wife of the president when William Bainbridge started his career?,5a7636fb55429976ec32bd79,"[2587, 202]","[2592, 11095, 24430, 202, 13428]",0.5,0.25,0.7315599322319031,0.0,,,0.0,0.0,0.0,OK,
45,45,dpr,agglo_k5,"Which university has more schools, Ateneo de Davao University or University of Rochester?",5a7651825542992d0ec060a3,"[163, 12131]","[12131, 163, 24769, 17807, 16570]",1.0,1.0,0.6831711530685425,0.0,,,0.0,0.0,0.0,OK,
