question_index,qa_id,retriever,condition,question,beir_query_id,gold_doc_ids,retrieved_doc_ids,recall_at_k,mrr,retrieval_diversity,faithfulness_nli,llm_model,prediction,exact_match,f1,rouge_l,row_status,row_error
0,0,colbertv2,mmr_0.25,Which piece did Ludwig van Beethoven publish in 1801 that was dedicated to Count Moritz von Fries?,5a70f1685542994082a3e40f,"[13379, 7304]","[13379, 25642, 10832, 14371, 12290]",0.5,1.0,0.743485152721405,0.9938099384307861,qwen3.5-122b,"Based on the provided context, the piece Ludwig van Beethoven published in 1801 that was dedicated to Count Moritz von Fries is the **Violin Sonata No. 5 in F major, Opus 24** (often known as the ""Spring Sonata"").

The text also notes that Beethoven dedicated two other works of the same year to Count Moritz von Fries: the **C major string quintet** and the **fourth violin sonata**.",0.0,0.0,0.0,OK,
1,1,colbertv2,mmr_0.25,"Which of these men, Scott Treleaven and Edmund Mortimer, is credited with working in both films and photography?",5a710a915542994082a3e504,"[2917, 2219]","[2219, 2917, 24465, 9006, 18361]",1.0,1.0,0.7072620391845703,0.0079213697463274,qwen3.5-122b,"Based on the provided context, **Scott Treleaven** is the man credited with working in both films and photography.

*   **Document 2** states that Scott Treleaven's work employs a variety of media including ""film"" and ""photography.""
*   **Document 1** states that Edmund Mortimer was an ""actor and film director"" who appeared in and directed films, but it does not mention photography.",0.0,0.0,0.0,OK,
2,2,colbertv2,mmr_0.25,Albanians in Montenegro which make up 4.91 of the county's total population could be members of the Albanian Coalation Perspect which is a what?,5a711c535542994082a3e59b,"[5958, 20848]","[20848, 5295, 415, 9985, 24516]",0.5,1.0,0.6648963689804077,0.03656259551644325,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
3,3,colbertv2,mmr_0.25,Alvaro Mexia had a diplomatic mission with which tribe of indigenous people?,5a713ea95542994082a3e6e4,"[12797, 7948]","[12797, 13397, 10506, 23563, 4236]",0.5,1.0,0.755050003528595,0.9996500611305237,qwen3.5-122b,"Based on the provided context, Alvaro Mexia had a diplomatic mission with the **Ais** native population.",0.0,0.0,0.0,OK,
4,4,colbertv2,mmr_0.25,"Riema Juhani Karppinen won the silver medal at what event held outside of Munich, Germany?",5a71419f5542994082a3e70d,"[17083, 12115]","[17083, 15315, 6272, 18440, 22087]",0.5,1.0,0.6804843544960022,0.996340811252594,qwen3.5-122b,"Based on the provided context, Reima Juhani Karppinen won a silver medal at the **1981 World Rowing Championships**.

(Note: The context does not explicitly state the location of the 1981 World Rowing Championships, but it is the only event mentioned where he won a silver medal.)",0.0,0.0,0.0,OK,
5,5,colbertv2,mmr_0.25,When was the king that started coin production in Copenhagen born?,5a7147fd5542994082a3e758,"[15673, 4375]","[15673, 11045, 2876, 9406, 24397]",0.5,1.0,0.739943265914917,0.9137112498283386,qwen3.5-122b,"I cannot answer this based on the provided context.

The provided text states that King Hans was the first king to start a production of coins in Copenhagen, but it does not mention his birth date.",0.0,0.0,0.0,OK,
6,6,colbertv2,mmr_0.25,"Which Istanbul mosque is unique for retaining a Baroque style of architecture, the Bayezid II Mosque or the Nusretiye Mosque?",5a7153d05542994082a3e7dc,"[4824, 2753]","[2753, 13038, 2904, 13205, 10509]",0.5,1.0,0.6897088289260864,0.2659589350223541,qwen3.5-122b,"Based on the provided context, the **Nusretiye Mosque** is the one unique for retaining a Baroque style of architecture.

Document 1 states: ""While its architecture is influenced by Islamic elements, it retains a Baroque style, making it unique to the city."" The document does not mention the Bayezid II Mosque.",0.0,0.0,0.0,OK,
7,7,colbertv2,mmr_0.25,"Which publication still relies on paper printing, Human Events or Texas Highways?",5a7199725542994082a3e88f,"[24161, 19285]","[19285, 24161, 25852, 24260, 15046]",1.0,1.0,0.6499459743499756,0.011206666938960552,qwen3.5-122b,"Based on the provided context, **Texas Highways** still relies on paper printing.

The context states that *Texas Highways* is a ""monthly magazine,"" whereas *Human Events* explicitly ""became a digital-only publication in 2013.""",0.0,0.0,0.0,OK,
8,8,colbertv2,mmr_0.25,"Where is the University of North Carolina at Wilmington, population 112,067 located?",5a7243915542990c210a4086,"[16868, 1698]","[16868, 25825, 9581, 1697, 1698]",1.0,1.0,0.6283320188522339,0.9764925837516785,qwen3.5-122b,"The University of North Carolina at Wilmington (UNCW) is located in Wilmington, North Carolina, United States. Wilmington is a port city and the county seat of New Hanover County in coastal southeastern North Carolina, with a population of 112,067 as recorded in the 2010 Census.",0.0,0.0,0.0,OK,
9,9,colbertv2,mmr_0.25,"Gail Matthius co-anchored the Weekend Update segment of ""Saturday Night Live"" with the actor who played the villain Nicholas Andre in what movie?",5a728f505542992359bc30f5,"[4902, 21750]","[4902, 13962, 21265, 21750, 24963]",1.0,1.0,0.7595607042312622,0.6226631999015808,qwen3.5-122b,"Based on the provided context, Gail Matthius co-anchored the Weekend Update segment with **Charles Rocket** (Document 1). Charles Rocket played the villain **Nicholas Andre** in the film **""Dumb and Dumber""** (Document 4).

Answer: Dumb and Dumber",0.0,0.0,0.0,OK,
