question_index,qa_id,retriever,condition,question,beir_query_id,gold_doc_ids,retrieved_doc_ids,recall_at_k,mrr,retrieval_diversity,faithfulness_nli,llm_model,prediction,exact_match,f1,rouge_l,row_status,row_error
0,0,dpr,kmeans_k3,Which piece did Ludwig van Beethoven publish in 1801 that was dedicated to Count Moritz von Fries?,5a70f1685542994082a3e40f,"[13379, 7304]","[22041, 6294, 13379, 25308, 1531]",0.5,0.3333333333333333,0.6260471940040588,0.998813271522522,qwen3.5-122b,"Based on the provided context, the piece Ludwig van Beethoven published in 1801 that was dedicated to Count Moritz von Fries is the **Violin Sonata No. 5 in F major, Opus 24** (often known as the ""Spring Sonata"").

The text also notes that Beethoven dedicated two other works to Count Moritz von Fries in the same year: the C major string quintet and the fourth violin sonata.",0.0,0.0,0.0,OK,
1,1,dpr,kmeans_k3,"Which of these men, Scott Treleaven and Edmund Mortimer, is credited with working in both films and photography?",5a710a915542994082a3e504,"[2917, 2219]","[9086, 3539, 98, 19756, 6057]",0.0,0.0,0.7316225171089172,0.07510747015476227,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
2,2,dpr,kmeans_k3,Albanians in Montenegro which make up 4.91 of the county's total population could be members of the Albanian Coalation Perspect which is a what?,5a711c535542994082a3e59b,"[5958, 20848]","[20848, 8822, 11231, 261, 10255]",0.5,1.0,0.567567765712738,0.033434752374887466,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
3,3,dpr,kmeans_k3,Alvaro Mexia had a diplomatic mission with which tribe of indigenous people?,5a713ea95542994082a3e6e4,"[12797, 7948]","[5755, 21957, 12797, 1814, 3736]",0.5,0.3333333333333333,0.6639225482940674,0.9953693151473999,qwen3.5-122b,"Based on the provided context, Alvaro Mexia had a diplomatic mission with the **Ais** native population.

This is stated in Document 3: ""This mission resulted in a 'Period of Friendship' between the Spanish and the Ais native population.""",0.0,0.0,0.0,OK,
4,4,dpr,kmeans_k3,"Riema Juhani Karppinen won the silver medal at what event held outside of Munich, Germany?",5a71419f5542994082a3e70d,"[17083, 12115]","[15197, 18264, 191, 14118, 24836]",0.0,0.0,0.6409453749656677,0.025067947804927826,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
5,5,dpr,kmeans_k3,When was the king that started coin production in Copenhagen born?,5a7147fd5542994082a3e758,"[15673, 4375]","[1808, 4375, 15673, 24492, 20061]",1.0,0.5,0.6581550240516663,0.8446438312530518,qwen3.5-122b,"Based on the provided context, the king who started the production of coins in Copenhagen was King Hans (also known as John). According to Document 2, he was born on **2 February 1455**.",0.0,0.0,0.0,OK,
6,6,dpr,kmeans_k3,"Which Istanbul mosque is unique for retaining a Baroque style of architecture, the Bayezid II Mosque or the Nusretiye Mosque?",5a7153d05542994082a3e7dc,"[4824, 2753]","[13557, 2764, 2753, 28, 2725]",0.5,0.3333333333333333,0.6078494787216187,0.2197076380252838,qwen3.5-122b,"Based on the provided context, the **Nusretiye Mosque** is the one unique for retaining a Baroque style of architecture.

Document 3 states: ""Nusretiye Mosque is an ornate mosque located in Tophane district of Beyoğlu, Istanbul, Turkey. While its architecture is influenced by Islamic elements, it retains a Baroque style, making it unique to the city."" The context does not mention the Bayezid II Mosque.",0.0,0.0,0.0,OK,
7,7,dpr,kmeans_k3,"Which publication still relies on paper printing, Human Events or Texas Highways?",5a7199725542994082a3e88f,"[24161, 19285]","[19816, 24117, 19285, 14662, 13253]",0.5,0.3333333333333333,0.6866405010223389,0.061958178877830505,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
8,8,dpr,kmeans_k3,"Where is the University of North Carolina at Wilmington, population 112,067 located?",5a7243915542990c210a4086,"[16868, 1698]","[1698, 11589, 16868, 24096, 5025]",1.0,1.0,0.5337660908699036,0.9764925837516785,qwen3.5-122b,"The University of North Carolina at Wilmington (UNCW) is located in Wilmington, North Carolina, United States. Wilmington is a port city and the county seat of New Hanover County in coastal southeastern North Carolina, with a population of 112,067 as recorded in the 2010 Census.",0.0,0.0,0.0,OK,
9,9,dpr,kmeans_k3,"Gail Matthius co-anchored the Weekend Update segment of ""Saturday Night Live"" with the actor who played the villain Nicholas Andre in what movie?",5a728f505542992359bc30f5,"[4902, 21750]","[18210, 12304, 10537, 1886, 4902]",0.5,0.2,0.6800585389137268,0.0948939174413681,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
10,10,dpr,kmeans_k3,Which author wrote about a woman captured by the Symbionese Liberation Army?,5a729cc25542991f9a20c532,"[25934, 23926]","[14967, 23926, 18973, 19326, 4796]",0.5,0.5,0.6767672896385193,0.3920000493526459,qwen3.5-122b,"Based on the provided context, the author who wrote about a woman captured by the Symbionese Liberation Army is **Patricia Campbell ""Patty"" Hearst** (now known as Patricia Hearst Shaw).

Document 2 states that Hearst was abducted by the Symbionese Liberation Army in 1974 and became nationally known for the events that followed. While the text describes her life and experiences, it does not explicitly name a separate author who wrote a specific book or essay about her; rather, it presents the information about her kidnapping as a biographical fact. However, in the context of the provided documents, she is the central figure associated with this event.

*Note: The provided text describes Hearst's life but does not explicitly name a third-party author who wrote a specific work about her, unlike the other documents which explicitly name authors (Judith Ortiz Cofer, Marge Piercy) for their respective works. If the question implies who is the subject of the story regarding the SLA, it is Patty Hearst. If it strictly asks for the name of an author who wrote a book about her, the provided context does not contain that specific name.*

**Correction based on strict adherence to ""Answer based ONLY on the provided context"":**
The context describes **Patricia Campbell ""Patty"" Hearst** as the woman captured by the Symbionese Liberation Army. The text does not name a specific author who wrote a book or essay *about* her (unlike Document 1, 3, 4, and 5 which name authors of specific works). Therefore, strictly speaking, the context does not name an author who wrote *about* her, but it does identify the woman herself.

However, often in these types of reading comprehension tasks, the question might be interpreting the biographical entry itself as the ""writing"" or asking for the subject. But looking at the other documents, they explicitly say ""written by [Author]"". Document 2 does not say ""written by [Author]"".

Let's re-read the question: ""Which author wrote about a woman captured by the Symbionese Liberation Army?""

If the question assumes the text in Document 2 is a work by an author, that author is not named.
If the question is a trick and the answer is ""I cannot answer this based on the provided context"" because no author is named for Document 2, that is the most accurate response.

Let's look at",0.0,0.0,0.0,OK,
11,11,dpr,kmeans_k3,What is the name of the pop artist that belongs on the Pledis Entertainment label and has 13 members?,5a72d7b35542991f9a20c5be,"[12748, 19460]","[12748, 12410, 12316, 19460, 7644]",1.0,1.0,0.6697890162467957,0.8332927823066711,qwen3.5-122b,"Based on the provided context, the pop artist (specifically a South Korean boy group) that belongs to the Pledis Entertainment label and consists of 13 members is **Seventeen**.

Document 1 states that Pledis Entertainment is home to the artist Seventeen, and Document 4 confirms that Seventeen is a group formed by Pledis Entertainment consisting of thirteen members.",0.0,0.0,0.0,OK,
12,12,dpr,kmeans_k3,"Gaia is a space observatory of the European Space Agency, what is Astrosat?",5a7300b85542994cef4bc41a,"[24876, 25491]","[6340, 24876, 4524, 11032, 25491]",1.0,0.5,0.6065722703933716,0.9992009401321411,qwen3.5-122b,Astrosat is India's first dedicated multi-wavelength space observatory.,0.0,0.0,0.0,OK,
13,13,dpr,kmeans_k3,"In the television series Green Hornet, which actor played the role of Kato?",5a7326cd5542991f29ee2d11,"[9131, 23227]","[16842, 17943, 9131, 18479, 25188]",0.5,0.3333333333333333,0.6583808064460754,0.970990002155304,qwen3.5-122b,"Based on the provided context, **Bruce Lee** played the role of Kato in the television series *The Green Hornet*.",0.0,0.0,0.0,OK,
14,14,dpr,kmeans_k3,"Lady Elizabeth Delmé and Her Children (1779) is a portrait given to the National Gallery of Art in 1937, which is located in which state?",5a7336d05542992359bc3293,"[13264, 13967]","[22797, 18961, 13264, 13219, 12542]",0.5,0.3333333333333333,0.5785145163536072,0.08529825508594513,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
15,15,dpr,kmeans_k3,"Which movie is loosley based off the Brother Grimm's ""Iron Henry""?",5a733b835542991f9a20c6b2,"[23633, 4545]","[4545, 4705, 23804, 1492, 24993]",0.5,1.0,0.6939646005630493,0.04890574887394905,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
16,16,dpr,kmeans_k3,which board game has been around longer Obsession or Battle Sheep ?,5a733caa5542992359bc32a3,"[15389, 19341]","[13146, 11003, 19341, 23532, 13284]",0.5,0.3333333333333333,0.6384230852127075,0.1226993203163147,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
17,17,dpr,kmeans_k3,"Which famous mine was in service first, the Salmita Mine or the Kanichee Mine?",5a739323554299623ed4abff,"[4244, 25216]","[9008, 4244, 25216, 25108, 16330]",1.0,0.5,0.619310736656189,0.7769297361373901,qwen3.5-122b,"Based on the provided context, the **Kanichee Mine** was in service first.

The text states that the Kanichee Mine zone has been explored and mined discontinuously from as early as **1910**, whereas the Salmita Mine was first discovered in 1945 and did not enter production until **1983**.",0.0,0.0,0.0,OK,
18,18,dpr,kmeans_k3,"What was the lead single from Boys Like Girls album on which frontman, Martin Johnson co-wrote a song with Taylor Swift? A: Love Drunk",5a74122f55429929fddd83da,"[7716, 8612]","[4870, 23022, 7716, 25402, 3577]",0.5,0.3333333333333333,0.7147408723831177,0.9996502995491028,qwen3.5-122b,"Based on the provided context, the lead single from the Boys Like Girls album *Love Drunk* is **""Love Drunk""**.

However, the context does not state that frontman Martin Johnson co-wrote a song with Taylor Swift. Document 3 mentions that the album's single ""Two Is Better Than One"" features Taylor Swift, but it does not specify who wrote that song or if Martin Johnson co-wrote it with her. Therefore, while the lead single is identified, the specific condition about co-writing with Taylor Swift cannot be confirmed from the text.

**Answer:** Love Drunk (Note: The provided context identifies ""Love Drunk"" as the lead single, but does not confirm that Martin Johnson co-wrote a song with Taylor Swift; it only states that the single ""Two Is Better Than One"" features Taylor Swift).",0.0,0.0,0.0,OK,
19,19,dpr,kmeans_k3,"Who wrote the music for Billy Elliot the Musical and had at least one song on the ""Billboard"" Hot 100 for 31 consecutive years?",5a74629255429929fddd8402,"[10804, 21082]","[11401, 21600, 3468, 2732, 21082]",0.5,0.2,0.6586508750915527,0.11774232983589172,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
20,20,dpr,kmeans_k3,Which American main title designer designed sequences for the founder of the Sundance Film Festival?,5a7471f655429979e2882955,"[4890, 23681]","[21379, 19814, 4890, 5899, 15674]",0.5,0.3333333333333333,0.702074408531189,0.06722495704889297,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
21,21,dpr,kmeans_k3,What is served shaken with ice and should not be mistaken with the name Margarita?,5a74be7a55429929fddd84e4,"[7079, 4039]","[20024, 25909, 4039, 4382, 3851]",0.5,0.3333333333333333,0.5877619981765747,0.01646045222878456,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
22,22,dpr,kmeans_k3,What product by FLEXcon represents data by geometric patterns?,5a74c3f455429979e2882a0a,"[7688, 23564]","[13059, 7688, 14720, 12455, 1041]",0.5,0.5,0.67713463306427,0.019487079232931137,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
23,23,dpr,kmeans_k3,Connetquot High School  is a public high school in what city in New York?,5a7506f455429916b0164240,"[2573, 1640]","[15549, 10967, 2573, 1172, 21633]",0.5,0.3333333333333333,0.6319487690925598,0.9870465993881226,qwen3.5-122b,"Based on the provided context, Connetquot High School is located in **Bohemia**, New York.

(Document 3 states: ""Connetquot High School (CHS) is a public high school... located in Bohemia, New York..."")",0.0,0.0,0.0,OK,
24,24,dpr,kmeans_k3,What year did the movement that Tess Asplund protested in the viral image of her with her fist in the air disband?,5a7526945542993748c897d2,"[21889, 8074]","[14709, 21889, 23653, 14435, 21931]",0.5,0.5,0.7232405543327332,0.06936424970626831,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
25,25,dpr,kmeans_k3,"What song from the fourth studio album made by The Who reached No.4 on the UK charts and No. 19 o nthe U.S. ""Billboard"" Hot 100?",5a753c8c55429916b01642ab,"[5767, 3370]","[20747, 25402, 15264, 3370, 4165]",0.5,0.25,0.7017937898635864,0.128518208861351,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
26,26,dpr,kmeans_k3,"Who was born first, Karen Joy Fowler or Bruce Chatwin?",5a7542425542996c70cfaecc,"[7681, 18798]","[2490, 7471, 11970, 14643, 20692]",0.0,0.0,0.7505060434341431,0.051175884902477264,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
27,27,dpr,kmeans_k3,"Michael Mark Brodsky is known for his translation of what Irish avant-garde novelist, playwright, theatre director, and poet?",5a7545605542993748c89807,"[15201, 10071]","[1726, 2771, 10071, 15806, 24493]",0.5,0.3333333333333333,0.6246873736381531,0.08595817536115646,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
28,28,dpr,kmeans_k3,"Which came to market first, ""Hey Pa! There's a Goat on the Roof"" or ""Poleconomy""",5a7555215542996c70cfaee1,"[9446, 2847]","[9830, 2287, 9446, 3863, 17143]",0.5,0.3333333333333333,0.7203882932662964,0.13908787071704865,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
29,29,dpr,kmeans_k3,"Which ""Roseanne"" star is in Scream 2?",5a7557d75542992d0ec05f68,"[23512, 11186]","[7002, 19971, 23512, 7977, 24944]",0.5,0.3333333333333333,0.6492259502410889,0.10807019472122192,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
30,30,dpr,kmeans_k3,What show was Elena Shaddow in that was written by a relative of Richard Rodgers?,5a755f0a5542996c70cfaee7,"[25709, 9440]","[128, 25085, 2226, 5908, 25619]",0.0,0.0,0.7546170949935913,0.06950429081916809,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
