question_index,qa_id,retriever,condition,question,beir_query_id,gold_doc_ids,retrieved_doc_ids,recall_at_k,mrr,retrieval_diversity,faithfulness_nli,llm_model,prediction,exact_match,f1,rouge_l,row_status,row_error
0,0,contriever,agglo_k5,Which piece did Ludwig van Beethoven publish in 1801 that was dedicated to Count Moritz von Fries?,5a70f1685542994082a3e40f,"[13379, 7304]","[4536, 5082, 21976, 18062, 22664]",0.0,0.0,0.6017888784408569,0.0,,,0.0,0.0,0.0,OK,
1,1,contriever,agglo_k5,"Which of these men, Scott Treleaven and Edmund Mortimer, is credited with working in both films and photography?",5a710a915542994082a3e504,"[2917, 2219]","[5546, 15025, 24685, 2917, 5383]",0.5,0.25,0.6073923110961914,0.0,,,0.0,0.0,0.0,OK,
2,2,contriever,agglo_k5,Albanians in Montenegro which make up 4.91 of the county's total population could be members of the Albanian Coalation Perspect which is a what?,5a711c535542994082a3e59b,"[5958, 20848]","[5958, 20848, 14432, 23055, 7188]",1.0,1.0,0.5750800967216492,0.0,,,0.0,0.0,0.0,OK,
3,3,contriever,agglo_k5,Alvaro Mexia had a diplomatic mission with which tribe of indigenous people?,5a713ea95542994082a3e6e4,"[12797, 7948]","[266, 21395, 2268, 1814, 12797]",0.5,0.2,0.6384184956550598,0.0,,,0.0,0.0,0.0,OK,
4,4,contriever,agglo_k5,"Riema Juhani Karppinen won the silver medal at what event held outside of Munich, Germany?",5a71419f5542994082a3e70d,"[17083, 12115]","[23010, 9304, 4634, 23791, 20212]",0.0,0.0,0.542926013469696,0.0,,,0.0,0.0,0.0,OK,
5,5,contriever,agglo_k5,When was the king that started coin production in Copenhagen born?,5a7147fd5542994082a3e758,"[15673, 4375]","[17430, 14401, 15673, 1602, 4375]",1.0,0.3333333333333333,0.5928730964660645,0.0,,,0.0,0.0,0.0,OK,
6,6,contriever,agglo_k5,"Which Istanbul mosque is unique for retaining a Baroque style of architecture, the Bayezid II Mosque or the Nusretiye Mosque?",5a7153d05542994082a3e7dc,"[4824, 2753]","[2753, 13665, 16934, 7253, 6757]",0.5,1.0,0.5513049364089966,0.0,,,0.0,0.0,0.0,OK,
7,7,contriever,agglo_k5,"Which publication still relies on paper printing, Human Events or Texas Highways?",5a7199725542994082a3e88f,"[24161, 19285]","[19285, 5293, 25848, 11479, 17113]",0.5,1.0,0.6629099249839783,0.0,,,0.0,0.0,0.0,OK,
8,8,contriever,agglo_k5,"Where is the University of North Carolina at Wilmington, population 112,067 located?",5a7243915542990c210a4086,"[16868, 1698]","[24409, 3633, 1698, 14656, 20695]",0.5,0.3333333333333333,0.5775800347328186,0.0,,,0.0,0.0,0.0,OK,
9,9,contriever,agglo_k5,"Gail Matthius co-anchored the Weekend Update segment of ""Saturday Night Live"" with the actor who played the villain Nicholas Andre in what movie?",5a728f505542992359bc30f5,"[4902, 21750]","[20272, 4902, 14892, 6176, 9411]",0.5,0.5,0.5790752172470093,0.0,,,0.0,0.0,0.0,OK,
10,10,contriever,agglo_k5,Which author wrote about a woman captured by the Symbionese Liberation Army?,5a729cc25542991f9a20c532,"[25934, 23926]","[25619, 23926, 24665, 8721, 17244]",0.5,0.5,0.6989091634750366,0.0,,,0.0,0.0,0.0,OK,
11,11,contriever,agglo_k5,What is the name of the pop artist that belongs on the Pledis Entertainment label and has 13 members?,5a72d7b35542991f9a20c5be,"[12748, 19460]","[12748, 16807, 6, 8940, 13791]",0.5,1.0,0.6726764440536499,0.0,,,0.0,0.0,0.0,OK,
12,12,contriever,agglo_k5,"Gaia is a space observatory of the European Space Agency, what is Astrosat?",5a7300b85542994cef4bc41a,"[24876, 25491]","[24876, 12372, 3549, 17579, 22227]",0.5,1.0,0.6555933356285095,0.0,,,0.0,0.0,0.0,OK,
13,13,contriever,agglo_k5,"In the television series Green Hornet, which actor played the role of Kato?",5a7326cd5542991f29ee2d11,"[9131, 23227]","[20959, 21395, 9131, 17629, 8591]",0.5,0.3333333333333333,0.6605275869369507,0.0,,,0.0,0.0,0.0,OK,
14,14,contriever,agglo_k5,"Lady Elizabeth Delmé and Her Children (1779) is a portrait given to the National Gallery of Art in 1937, which is located in which state?",5a7336d05542992359bc3293,"[13264, 13967]","[252, 9454, 13264, 17320, 7163]",0.5,0.3333333333333333,0.686856746673584,0.0,,,0.0,0.0,0.0,OK,
15,15,contriever,agglo_k5,"Which movie is loosley based off the Brother Grimm's ""Iron Henry""?",5a733b835542991f9a20c6b2,"[23633, 4545]","[24319, 25500, 8231, 12301, 4545]",0.5,0.2,0.6738077402114868,0.0,,,0.0,0.0,0.0,OK,
16,16,contriever,agglo_k5,which board game has been around longer Obsession or Battle Sheep ?,5a733caa5542992359bc32a3,"[15389, 19341]","[19341, 22227, 2846, 23691, 20532]",0.5,1.0,0.7047011256217957,0.0,,,0.0,0.0,0.0,OK,
17,17,contriever,agglo_k5,"Which famous mine was in service first, the Salmita Mine or the Kanichee Mine?",5a739323554299623ed4abff,"[4244, 25216]","[25216, 922, 15007, 3555, 15511]",0.5,1.0,0.6092636585235596,0.0,,,0.0,0.0,0.0,OK,
18,18,contriever,agglo_k5,"What was the lead single from Boys Like Girls album on which frontman, Martin Johnson co-wrote a song with Taylor Swift? A: Love Drunk",5a74122f55429929fddd83da,"[7716, 8612]","[9350, 12783, 9859, 8612, 21340]",0.5,0.25,0.6701358556747437,0.0,,,0.0,0.0,0.0,OK,
19,19,contriever,agglo_k5,"Who wrote the music for Billy Elliot the Musical and had at least one song on the ""Billboard"" Hot 100 for 31 consecutive years?",5a74629255429929fddd8402,"[10804, 21082]","[13726, 12783, 5741, 21101, 5422]",0.0,0.0,0.5753204226493835,0.0,,,0.0,0.0,0.0,OK,
20,20,contriever,agglo_k5,Which American main title designer designed sequences for the founder of the Sundance Film Festival?,5a7471f655429979e2882955,"[4890, 23681]","[13726, 525, 19427, 4890, 676]",0.5,0.25,0.6436768174171448,0.0,,,0.0,0.0,0.0,OK,
21,21,contriever,agglo_k5,What is served shaken with ice and should not be mistaken with the name Margarita?,5a74be7a55429929fddd84e4,"[7079, 4039]","[7079, 22897, 18865, 4039, 23543]",1.0,1.0,0.6160805225372314,0.0,,,0.0,0.0,0.0,OK,
22,22,contriever,agglo_k5,What product by FLEXcon represents data by geometric patterns?,5a74c3f455429979e2882a0a,"[7688, 23564]","[22505, 6715, 7688, 12416, 5898]",0.5,0.3333333333333333,0.6532602310180664,0.0,,,0.0,0.0,0.0,OK,
23,23,contriever,agglo_k5,Connetquot High School  is a public high school in what city in New York?,5a7506f455429916b0164240,"[2573, 1640]","[2573, 25178, 23784, 1589, 2268]",0.5,1.0,0.644995927810669,0.0,,,0.0,0.0,0.0,OK,
24,24,contriever,agglo_k5,What year did the movement that Tess Asplund protested in the viral image of her with her fist in the air disband?,5a7526945542993748c897d2,"[21889, 8074]","[21889, 9341, 8706, 25269, 8591]",0.5,1.0,0.724431037902832,0.0,,,0.0,0.0,0.0,OK,
25,25,contriever,agglo_k5,"What song from the fourth studio album made by The Who reached No.4 on the UK charts and No. 19 o nthe U.S. ""Billboard"" Hot 100?",5a753c8c55429916b01642ab,"[5767, 3370]","[2168, 4521, 7, 5767, 12021]",0.5,0.25,0.6437193155288696,0.0,,,0.0,0.0,0.0,OK,
26,26,contriever,agglo_k5,"Who was born first, Karen Joy Fowler or Bruce Chatwin?",5a7542425542996c70cfaecc,"[7681, 18798]","[22308, 7681, 18798, 5346, 15515]",1.0,0.5,0.7065235376358032,0.0,,,0.0,0.0,0.0,OK,
