question_index,qa_id,retriever,condition,question,beir_query_id,gold_doc_ids,retrieved_doc_ids,recall_at_k,mrr,retrieval_diversity,faithfulness_nli,llm_model,prediction,exact_match,f1,rouge_l,row_status,row_error
0,0,contriever,mmr_0.0,Which piece did Ludwig van Beethoven publish in 1801 that was dedicated to Count Moritz von Fries?,5a70f1685542994082a3e40f,"[13379, 7304]","[18062, 21922, 25407, 22664, 4536]",0.0,0.0,0.6575323343276978,0.0823267325758934,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
1,1,contriever,mmr_0.0,"Which of these men, Scott Treleaven and Edmund Mortimer, is credited with working in both films and photography?",5a710a915542994082a3e504,"[2917, 2219]","[2917, 24685, 2219, 19056, 8367]",1.0,1.0,0.6850964426994324,0.0059586018323898315,qwen3.5-122b,"Based on the provided context, **Scott Treleaven** is credited with working in both films and photography.

Document 1 states that Scott Treleaven's work employs a variety of media including ""collage, film, video, drawing, **photography** and installation."" While Document 3 mentions that Edmund Mortimer was an actor and film director, it does not mention photography in his description.",0.0,0.0,0.0,OK,
2,2,contriever,mmr_0.0,Albanians in Montenegro which make up 4.91 of the county's total population could be members of the Albanian Coalation Perspect which is a what?,5a711c535542994082a3e59b,"[5958, 20848]","[20848, 22207, 7188, 3107, 7713]",0.5,1.0,0.600914478302002,0.031212806701660156,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
3,3,contriever,mmr_0.0,Alvaro Mexia had a diplomatic mission with which tribe of indigenous people?,5a713ea95542994082a3e6e4,"[12797, 7948]","[12797, 2268, 13718, 12149, 21395]",0.5,1.0,0.7012206315994263,0.9996500611305237,qwen3.5-122b,"Based on the provided context, Alvaro Mexia had a diplomatic mission with the **Ais** native population.",0.0,0.0,0.0,OK,
4,4,contriever,mmr_0.0,"Riema Juhani Karppinen won the silver medal at what event held outside of Munich, Germany?",5a71419f5542994082a3e70d,"[17083, 12115]","[23010, 21162, 984, 17083, 19456]",0.5,0.25,0.6013548374176025,0.9816006422042847,qwen3.5-122b,"Based on the provided context, Reima Juhani Karppinen won a silver medal at the **1981 World Rowing Championships**.

(Note: The provided text does not explicitly state the location of the 1981 World Rowing Championships or confirm that it was held outside of Munich, Germany, but it is the only event mentioned where he won a silver medal.)",0.0,0.0,0.0,OK,
5,5,contriever,mmr_0.0,When was the king that started coin production in Copenhagen born?,5a7147fd5542994082a3e758,"[15673, 4375]","[15673, 17430, 4375, 17602, 22039]",1.0,1.0,0.6580106019973755,0.2742806673049927,qwen3.5-122b,"Based on the provided context, the king who started the production of coins in Copenhagen was King Hans (Document 1). According to Document 3, John (also known as Hans) was born on **2 February 1455**.",0.0,0.0,0.0,OK,
6,6,contriever,mmr_0.0,"Which Istanbul mosque is unique for retaining a Baroque style of architecture, the Bayezid II Mosque or the Nusretiye Mosque?",5a7153d05542994082a3e7dc,"[4824, 2753]","[2753, 14017, 7253, 15131, 24612]",0.5,1.0,0.5767642259597778,0.8169514536857605,qwen3.5-122b,"Based on the provided context, the **Nusretiye Mosque** is the one unique for retaining a Baroque style of architecture.

Document 1 states: ""Nusretiye Mosque... retains a Baroque style, making it unique to the city."" The context does not mention the Bayezid II Mosque.",0.0,0.0,0.0,OK,
7,7,contriever,mmr_0.0,"Which publication still relies on paper printing, Human Events or Texas Highways?",5a7199725542994082a3e88f,"[24161, 19285]","[19285, 6485, 11479, 5293, 4850]",0.5,1.0,0.6900545358657837,0.061958178877830505,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
8,8,contriever,mmr_0.0,"Where is the University of North Carolina at Wilmington, population 112,067 located?",5a7243915542990c210a4086,"[16868, 1698]","[1698, 7066, 20695, 8163, 6191]",0.5,1.0,0.6579058766365051,0.017375238239765167,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
9,9,contriever,mmr_0.0,"Gail Matthius co-anchored the Weekend Update segment of ""Saturday Night Live"" with the actor who played the villain Nicholas Andre in what movie?",5a728f505542992359bc30f5,"[4902, 21750]","[4902, 22136, 18510, 20272, 21627]",0.5,1.0,0.6529608964920044,0.07859466224908829,qwen3.5-122b,I cannot answer this based on the provided context.,0.0,0.0,0.0,OK,
